danceability,energy,music_key,loudness,music_mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,time_signature
0.615,0.888,3,-4.79,1,0.0303,0.165,0.0,0.204,0.74,131.995,2dOsUDI94FXz3S9hKi0z9E,4
0.62,0.829,1,-5.511,1,0.0693,0.105,0.0,0.337,0.433,165.025,5GCixDdpW0HcfR8ewmOOcI,4
0.688,0.612,8,-6.303,0,0.0574,0.72,0.0,0.106,0.692,90.022,4Cdyx3bs8mMYVJWP3wHPXj,4
0.61,0.84,2,-4.543,1,0.0468,0.245,0.0,0.154,0.657,126.992,7oEnx3neiNUlJRwBadUhAS,4
0.652,0.852,8,-2.746,1,0.078,0.196,0.0,0.218,0.519,127.959,5FahFQNnmxqiWzJbDNmeIY,4
0.885,0.942,1,-0.548,0,0.0798,0.177,0.0,0.115,0.937,114.994,162MHwMBYufdE5jyoRobTo,4
0.504,0.665,5,-8.703,0,0.198,0.19,0.0,0.179,0.853,50.092,4M1mGLiVGtky8NHFaEgnfh,4
0.554,0.868,2,-3.9,1,0.0455,0.00273,1.06e-05,0.0725,0.301,123.04,784qSLhmIjbc37plSfaPzF,4
0.661,0.714,7,-5.524,1,0.114,0.641,0.0,0.287,0.775,92.979,7CkjU55ROZSwb95dzGan0o,4
0.408,0.691,4,-4.394,0,0.123,0.00304,0.000116,0.644,0.0528,88.652,5clCQYfghyJedUESc15X7m,5
0.743,0.951,10,-1.901,0,0.0351,0.106,7.08e-06,0.0411,0.95,125.005,0g6jJxuHv9p5VD0OvsnaJQ,4
0.862,0.94,10,-2.593,0,0.086,0.0301,0.0,0.0786,0.881,122.024,5lxq0GFWUhz5Qe7Yi8UHgd,4
0.669,0.855,3,-4.46,0,0.0445,0.00999,0.0,0.506,0.25,129.909,5BGFEihEqSVBPWICqVnPIU,4
0.45,0.278,3,-10.988,1,0.0344,0.466,0.0,0.365,0.541,130.001,7sLXhTvxyWtuTh7196N8gx,4
0.399,0.515,0,-4.418,1,0.0288,0.543,0.0,0.165,0.206,134.044,6hEINWDpPMqr3GH03D8Rvn,3
0.461,0.851,7,-3.174,0,0.0919,0.246,0.0,0.37,0.482,185.995,0UjaZizYPg1UWH96ybOZ0n,4
0.611,0.9,3,-2.57,0,0.0432,0.0785,0.0,0.413,0.332,129.871,2G8HyURZh9SBNuCzllz8Fu,4
0.703,0.85,4,-2.244,0,0.0353,0.00331,0.0,0.135,0.727,125.059,75gfxN38PUOF2r22yTKCA5,4
0.624,0.81,0,-4.322,1,0.0336,0.0627,0.0,0.105,0.491,127.93,0ZHfjGYU26P7B0j1MmHeG8,4
0.844,0.888,11,-1.369,0,0.12,0.117,0.0,0.328,0.879,118.023,0fUDzNEPCbjLVyC1OOs5B5,4
0.574,0.909,4,-3.067,0,0.0861,0.0699,0.0,0.0544,0.489,146.723,0mtuqz4rcMYCKjF1cjmlu6,4
0.397,0.335,5,-6.401,1,0.0397,0.651,0.0,0.119,0.25,141.01,1Uich3MOYxcBw14WavzZpi,4
0.627,0.841,5,-3.398,0,0.0287,0.0708,0.0,0.128,0.274,132.052,5DM5iNhImOgjBW3c5OgYLn,4
0.606,0.79,1,-2.728,1,0.171,0.0887,0.0,0.22,0.35,79.978,5jAmBUtXf2cuF6SUdBHzV2,4
0.413,0.965,8,-2.277,1,0.102,0.000113,0.000683,0.123,0.788,164.109,2qz2iNaqKDJesD2ombEIsi,4
0.852,0.791,7,-7.028,0,0.0538,0.228,0.00187,0.139,0.955,109.976,3ysUkfcrFwvXweDt0cliH8,4
0.632,0.897,1,-3.509,0,0.0758,0.00744,5.73e-05,0.0624,0.404,139.996,1b0GsQ9yz9GSaCARTnO3o4,4
0.75,0.944,6,-2.635,0,0.0455,0.0261,0.0,0.416,0.921,128.015,4yHrnHRkY8ZEZUHPdsRno2,4
0.7,0.879,7,-4.015,1,0.226,0.00302,0.0,0.196,0.29,149.978,4Lw4eA4IbbxWGBPR5iLczy,4
0.756,0.93,1,-1.082,0,0.0274,0.281,0.0,0.11,0.737,99.988,0t7kjpVLgOYITrSfFCoBEA,4
0.729,0.669,0,-4.73,1,0.0347,0.122,0.0,0.129,0.707,133.943,2NO4CA2TFvhGeg7XMz8PmT,4
0.637,0.882,9,-3.034,1,0.0654,0.165,0.0,0.0981,0.552,128.027,1SwZVVH9BnXtLRLi2cbFhw,4
0.687,0.888,11,-2.725,0,0.146,0.0596,2.14e-05,0.181,0.791,64.927,0U9jNoTJeTxXToakhsb7pV,4
0.75,0.914,11,-1.819,0,0.0518,0.0323,0.0,0.107,0.866,125.034,7xAACq6jlGqXw4bNCTYcm6,4
0.759,0.966,2,-2.207,0,0.0416,0.0218,1.03e-05,0.229,0.44,143.987,6VOG2ROMCklbn6SSg9mA9H,4
0.706,0.531,11,-7.021,1,0.0438,0.471,0.0,0.092,0.555,115.018,34oRc4INwO7000LJUQLy5X,4
0.334,0.925,8,-3.805,0,0.276,0.00444,0.0,0.136,0.36,170.159,16avQsEDeyH5poyoJ2hyv3,4
0.762,0.84,9,-2.603,1,0.116,0.12,4.78e-06,0.714,0.719,123.006,6kN3vvzDiVZP2hiPA0ApMd,4
0.578,0.956,6,-3.104,0,0.0664,0.000371,0.0,0.114,0.768,122.049,44mZhyNniIIpPBcWH2LKz8,4
0.462,0.955,2,-3.264,1,0.0897,0.04,0.0,0.361,0.535,99.031,17zGkwutNrdgAAfC61QLWF,4
0.661,0.784,8,-3.729,1,0.0513,0.018,0.0837,0.0844,0.689,161.838,14Pn9Vd2GKwQrVYADgCZ5l,4
0.707,0.675,2,-5.165,1,0.0336,0.27,0.0,0.332,0.859,140.048,1xaLJbuJr6efSW8MFA7vTu,4
0.752,0.75,2,-3.702,0,0.068,0.243,0.0,0.296,0.788,105.001,7wqBDFp7JZfWp3aPaC4gHQ,4
0.709,0.639,10,-7.063,0,0.0399,0.00244,0.0697,0.0865,0.439,135.013,5vCXnSlbAEkuJ3w2O0ALan,4
0.798,0.694,2,-5.032,1,0.0415,0.00325,0.0365,0.348,0.346,119.948,4eIyItvPfLiRpBsvk81voz,4
0.683,0.98,7,-1.493,0,0.0641,0.0754,4.92e-06,0.869,0.934,128.058,1uLBl4JvBl7bwSRkxmggkS,4
0.9,0.74,11,-5.108,1,0.0754,0.161,1.38e-06,0.155,0.946,130.958,5R9cUtY574Wd6olnaJG6sQ,4
0.345,0.974,10,-3.19,0,0.181,0.0253,0.0,0.382,0.215,179.961,0Yf1IYBuIJXPd2WFJmhctV,4
0.703,0.773,10,-3.529,0,0.0629,0.0186,0.0,0.279,0.392,95.007,1NcsCToPRUh9AI6ua83jAm,4
0.814,0.93,6,-5.128,0,0.0364,0.105,0.00018,0.294,0.963,127.002,3WiwXdfoTkavPsUeO5V97p,4
0.73,0.797,11,-2.135,1,0.0394,0.0536,0.0,0.0443,0.575,127.985,4ebNVkfNL5kHuxr3o5K93R,4
0.693,0.634,0,-5.863,1,0.0499,0.068,0.0,0.104,0.525,133.946,5r6LzsarhC4Ygt8mFzSgYV,4
0.433,0.926,11,-6.698,0,0.385,0.498,0.852,0.389,0.33,121.424,6rne7RR7YOkAuRYeNP9GQT,4
0.474,0.97,9,-3.187,0,0.147,0.0145,0.0,0.331,0.445,95.0,3Sl01L0MmTm86z33NPHoAq,4
0.693,0.927,0,-2.792,1,0.0661,0.00293,0.00668,0.118,0.543,135.934,3RmwOvD5VBSsqSES1GsFX6,4
0.761,0.669,5,-3.973,1,0.0389,0.0674,0.0,0.0622,0.626,96.985,5udkCCQRyrMgrpHsepMRHX,4
0.721,0.939,10,-3.971,0,0.139,0.0153,1.43e-05,0.124,0.717,129.886,6bkovwrdDRK4NRaEH0ryar,4
0.79,0.911,11,-1.756,0,0.074,0.000444,0.0145,0.101,0.876,125.012,2cRTwcRq1idIR9NrcYKb63,4
0.574,0.772,2,-3.093,1,0.03,0.207,0.0,0.151,0.543,136.857,0QqKvFZeDz117QeOJiZqpl,4
0.89,0.782,2,-2.509,1,0.0574,0.111,0.0,0.0564,0.727,127.938,0V6vcvVjyrXjQfuPcXAxG0,4
0.665,0.803,9,-4.548,1,0.0575,0.294,0.0,0.26,0.496,127.998,6I9Y6PHTWv72fgQV3tIHt0,4
0.343,0.947,6,-3.712,0,0.165,0.00278,0.0,0.088,0.206,149.923,0FgZcirOz95aQi9exbosm7,4
0.7,0.864,5,-4.505,1,0.0645,0.00734,0.0,0.0707,0.561,129.999,00Luoss7SGaxzTEy94cfia,4
0.747,0.772,9,-4.109,0,0.15,0.00406,0.0,0.0499,0.89,118.965,2vcQDCJ2u67N9wkV4B31Um,4
0.756,0.773,1,-4.332,1,0.0424,0.101,0.0,0.104,0.773,112.019,1kODSVImpAKU1bbZvlNX2s,4
0.803,0.903,5,-5.071,0,0.0508,0.00793,3.91e-06,0.132,0.665,130.002,4oI41JVdiftLlWKmwOtGye,4
0.75,0.914,11,-1.819,0,0.0518,0.0323,0.0,0.107,0.866,125.034,48239f9arCavZ0KjdEk3Zd,4
0.69,0.904,8,-3.83,1,0.0365,0.00208,0.0,0.0793,0.525,134.962,2nzKrSghWXVnpudod8SKoY,4
0.643,0.924,11,-2.278,1,0.0725,0.158,0.0,0.354,0.829,152.027,6lTB8MISIFcEI4Rspwn4LV,4
0.62,0.789,9,-2.287,1,0.0795,0.0215,0.0,0.194,0.589,129.981,2hn0s9jTuO4GqVAZboT7w8,4
0.783,0.778,9,-2.545,0,0.0446,0.0459,0.0,0.0668,0.686,129.965,39jcHJpE1lT1iYGxaCofEM,4
0.611,0.446,6,-6.753,1,0.0407,0.776,0.0,0.11,0.184,139.846,1vmmxE7jK0En2iqyVObSkG,4
0.208,0.969,1,-2.399,1,0.163,0.0687,3.88e-06,0.0747,0.237,180.302,6dqTweMvR8SoiuGrm3StVd,3
0.666,0.679,0,-5.994,1,0.0887,0.435,0.0,0.104,0.323,90.02,6LcrLgf1LmcoPAVedtLklN,4
0.874,0.79,1,-4.376,1,0.0521,0.0124,0.0,0.11,0.623,125.029,6kFDvPj3FVpQ90HZ5PacxE,4
0.778,0.784,9,-2.522,0,0.043,0.0486,3.5e-06,0.0966,0.81,129.946,6bdrK3DnKZWfAsvO21oj1q,4
0.289,0.942,10,-3.138,0,0.179,0.00499,0.0,0.268,0.295,164.954,7CCatui21fkekGusjBtowG,4
0.652,0.901,0,-2.979,1,0.0678,0.0678,0.0,0.0765,0.799,99.933,2s92cRmjW0GoGjjpExkAUQ,4
0.324,0.964,1,-2.887,0,0.135,0.00208,0.0,0.261,0.225,175.19,2ePq2dgBhuegOGrDkz1r26,4
0.835,0.934,1,-1.258,1,0.0431,0.125,0.000501,0.222,0.811,124.98,4vLqN0bIxIQjlet2mIMBnx,4
0.706,0.972,11,-2.359,0,0.0352,0.0226,2.57e-06,0.267,0.962,129.946,5w18nowVMRZrC5Na9Vxoth,4
0.803,0.973,5,-2.343,1,0.0953,0.0224,8.67e-05,0.0846,0.794,128.022,33bXkEzVYbyp1nCTx4KNwc,4
0.786,0.672,1,-6.354,1,0.133,0.218,1.29e-05,0.533,0.16,143.984,26HBiNcgjZs0gLgdBhq21K,4
0.76,0.843,9,-2.632,1,0.103,0.137,2.19e-06,0.7,0.757,122.988,7m48u7EC4gnCfAhwoLfbCE,4
0.781,0.991,4,-1.502,0,0.069,0.0589,0.00104,0.125,0.805,126.063,4OqRMlyNvV36bP1DtJFp4t,4
0.756,0.839,0,-3.994,1,0.0299,0.193,0.0,0.101,0.702,110.989,4y6TpWQJjW5nVRn3wDs1qa,4
0.632,0.914,1,-3.513,1,0.142,0.00339,0.0,0.134,0.591,134.899,1H7AvyWHYAYvbjFi1IVUhP,4
0.749,0.923,1,-1.014,0,0.0277,0.292,0.0,0.111,0.727,99.975,2BQIMF7CyLe2xAKzh74A4C,4
0.763,0.854,11,-4.248,1,0.03,0.475,1.19e-06,0.279,0.939,130.031,1fC4v1Lep3iNMCaiCGhFog,4
0.878,0.732,1,-5.197,1,0.0442,0.108,0.0,0.105,0.828,126.987,1vt78A1ZPaMsAaJyyRRep6,4
0.743,0.66,11,-5.223,0,0.0341,0.251,0.0,0.0995,0.572,112.967,7k1zf9Ch2n8dgNQ0UxbxJ9,4
0.523,0.841,10,-2.505,0,0.331,0.15,0.0,0.164,0.383,173.903,3Gpdzw72aBVJSrm5J1leVK,4
0.691,0.825,1,-3.929,0,0.033,0.253,0.0,0.339,0.587,124.876,5liz7gUkM2OPy8TIDqVa1F,4
0.813,0.785,1,-3.881,0,0.0921,0.065,0.0,0.0747,0.852,131.978,1ErdaM9N7EJ7trhXFnDECg,4
0.513,0.722,0,-5.059,1,0.0587,0.0345,1.71e-05,0.806,0.0744,129.997,3FNTWhHANdYtcOIwhKmd3a,4
0.561,0.675,2,-5.6,1,0.0783,0.0806,0.0,0.095,0.277,143.037,7y4oE4ATKrE9XIM9XSeyQN,3
0.824,0.95,5,-4.163,0,0.0308,0.00974,0.000118,0.199,0.97,128.031,5YmdSZOeb1CZW1AbP6c9EG,4
0.854,0.833,1,-2.787,1,0.043,0.00136,0.0703,0.0466,0.364,128.008,1QqaaKVZxu9ExhYjKGgI4N,4
0.562,0.609,4,-8.203,0,0.471,0.155,0.0,0.746,0.55,77.343,4mGpycaal3DkIY04utgNVz,4
0.866,0.738,11,-3.493,0,0.0814,0.00615,0.000549,0.227,0.683,126.013,2EwOnaGCrPjbmyZlt76NN4,4
0.718,0.928,1,-3.454,0,0.0297,0.143,0.0,0.13,0.941,131.041,3ODnfFXZP7hLp2fn2KpGGG,4
0.752,0.934,7,-3.541,0,0.0361,0.092,8.8e-06,0.14,0.668,119.996,2TG8kKgwsyyZU8lZIH6SZ1,4
0.713,0.87,10,-4.174,1,0.0378,0.0968,3.84e-05,0.0574,0.823,103.995,0S5b4F4ZT8EImBRIg9Mxjc,4
0.549,0.843,1,-3.819,0,0.177,0.0721,0.0,0.223,0.303,158.832,3BEySnrRKBFlo8O5ekZ619,4
0.775,0.792,0,-3.746,0,0.0613,0.0995,0.0,0.1,0.45,134.959,4n5GvONt7Niv5In6awXHR7,4
0.646,0.99,6,-1.72,1,0.0726,0.0766,5.08e-05,0.175,0.739,139.973,7K0qoyK48Um3llVR4TH0rI,4
0.451,0.978,2,-2.358,0,0.179,0.0207,0.000366,0.345,0.702,128.329,08PQgCL2WTNuMKAnbKC9jV,4
0.646,0.937,9,-1.046,0,0.16,0.221,0.0,0.142,0.69,105.038,4Mpl9b4soNq6nILUkDTZZv,4
0.678,0.941,6,-2.357,1,0.0423,0.141,0.0,0.372,0.945,127.004,4Y5IS0sbhbm7Yrc0EFnHuj,4
0.644,0.943,5,-3.438,0,0.0448,0.122,0.0,0.352,0.376,115.002,2D7qr3pMwinXpACxiUBtNC,4
0.675,0.988,4,-2.093,0,0.0612,0.186,0.0,0.24,0.856,129.98,7AAyzxwoFaL55IJMJVn2Oh,4
0.838,0.882,0,-5.085,1,0.0415,0.0494,0.0,0.359,0.941,119.964,2eDGx6nbrznlTmf6YMjrRi,4
0.581,0.838,11,-4.051,0,0.0783,0.0268,0.0,0.209,0.771,155.891,6ikuCPBHanUnebgfeGJ0id,4
0.79,0.918,8,-4.223,1,0.0718,0.046,0.0,0.291,0.752,108.977,0aIDuCLgytKidMtXhNp7Z6,4
0.446,0.343,1,-7.872,1,0.0284,0.421,0.0,0.106,0.157,137.849,5MGZPn7QWGD3DTmPyrpj79,4
0.652,0.922,8,-4.43,1,0.39,0.0919,0.0,0.263,0.384,159.991,7MOslSWSQ8kX6BcICeSDHT,4
0.521,0.4,10,-7.334,0,0.0317,0.539,0.0,0.105,0.434,183.96,2Dy62wRhdCWmVq7Z8MAnvj,4
0.716,0.556,7,-7.034,0,0.137,0.0423,2.54e-06,0.252,0.221,148.04,5VlGXPtYrHbuEzqTcyG8jn,4
0.637,0.695,1,-5.125,0,0.299,0.185,0.0,0.702,0.402,170.637,6cmLV6MUil3xrBTrGm07BA,4
0.68,0.888,7,-3.256,1,0.0558,0.07,0.0,0.227,0.752,109.038,6RgCQuMSvdZJW2Irj44QHK,4
0.74,0.792,1,-3.992,1,0.0308,0.0175,0.0,0.151,0.651,125.415,0gg85d4HpOA2Ogx4lYEfe5,4
0.617,0.945,8,-2.599,1,0.0567,0.133,0.0,0.217,0.581,139.945,2FzOsU8Zt44X8UqUcUNfTr,4
0.825,0.863,5,-4.743,0,0.0283,0.0273,0.0,0.0764,0.844,115.008,4zXViIlvKDAjvIG5Keff87,4
0.591,0.876,6,-0.756,0,0.0759,0.035,0.0,0.218,0.665,92.996,5JWwGApvvpzlWmRTvHzBTY,4
0.767,0.915,6,-5.191,1,0.162,0.119,2.94e-06,0.696,0.784,138.059,2Cfqa29pawy1X6vCYI1Id0,4
0.419,0.962,5,-1.979,1,0.195,0.0317,0.0,0.198,0.528,179.798,2DT90JqDCM9HOTmMBukznE,4
0.732,0.867,9,-3.397,0,0.0407,0.111,0.0,0.0896,0.902,125.057,7gavFJaP2PmDAOhO5VXjHS,4
0.46,0.285,0,-10.352,1,0.0568,0.915,6.59e-06,0.144,0.409,74.298,3emRnoz6sfuBDMtPl9THXT,4
0.736,0.709,1,-5.934,1,0.408,0.0813,0.0,0.205,0.734,160.071,5EjMDSu7SBrYhDtTuMxKNP,4
0.716,0.779,1,-2.203,1,0.0805,0.178,1.16e-06,0.167,0.59,99.977,1rp986nzkyAX1wFpxzbwlC,4
0.648,0.875,2,-5.141,0,0.034,0.0747,9.64e-05,0.196,0.857,102.517,7rU6Iebxzlvqy5t857bKFq,4
0.687,0.914,6,-5.02,1,0.0437,0.166,0.0,0.0858,0.675,126.001,1L4d2lafz1odpIMe8va21X,4
0.722,0.784,1,-2.411,0,0.0408,0.049,0.0,0.0895,0.705,99.985,4BZhUnXvXYRQJPClr0hhIC,4
0.793,0.946,11,-4.924,0,0.033,0.109,0.000176,0.296,0.969,126.99,3tJ8hMF7uJZKKL0ZU4FUDx,4
0.864,0.79,9,-5.358,1,0.102,0.03,0.0189,0.0863,0.646,123.994,7gi78So1cUdeqgJKb8Y7oM,4
0.516,0.496,1,-5.784,1,0.029,0.517,0.0,0.147,0.314,75.621,17vGPoIBXnSEd31N4B3gSR,4
0.386,0.942,6,-2.169,1,0.0514,0.000545,0.0,0.14,0.483,90.91,1WPoATdYDxAmso3K6OpsaY,4
0.882,0.786,3,-7.383,0,0.075,0.102,0.00142,0.0856,0.95,130.978,6DEN0NHItNNdepd9IhlC3H,4
0.7,0.814,4,-4.84,1,0.054,0.18,0.0,0.105,0.809,118.902,5iUjWA0lGW4TXr6KJs6Y0r,4
0.756,0.87,8,-2.27,1,0.0543,0.0896,0.0,0.141,0.618,124.983,3qHBjPdFZeS0tfXywAxOKq,4
0.744,0.71,6,-5.939,1,0.0279,0.393,0.0,0.488,0.346,113.003,1VnjByC7TUx5A73A4qtgoo,4
0.724,0.792,1,-2.219,1,0.084,0.149,1.84e-06,0.11,0.58,100.009,3lezH4ocsAaxqVGL8E0pS4,4
0.537,0.947,1,-2.158,0,0.0559,0.000268,9.01e-05,0.335,0.665,97.585,4F8dTXGtILugNJ88mivxsl,4
0.538,0.346,9,-7.127,1,0.0294,0.827,0.0,0.0973,0.266,145.714,76do9IBWqoiwV3EyoP25Le,4
0.319,0.969,1,-2.309,0,0.0617,0.000541,0.0,0.598,0.272,179.749,6oxsnMKcC1uHm2piO1rXUB,4
0.709,0.768,10,-1.969,0,0.0263,0.638,0.0,0.153,0.608,91.995,1TnykJShAmwjk8y1WZSD3W,4
0.565,0.783,0,-2.348,1,0.256,0.0138,0.0,0.434,0.832,196.565,0B7QAF2ByMFCp1Ls5ov6R7,4
0.81,0.768,10,-4.494,0,0.0757,0.0132,0.0,0.245,0.44,100.997,4aUyGgHUFolK7OlIbOJS4o,4
0.742,0.783,1,-4.294,1,0.0368,0.0765,0.000104,0.0558,0.594,135.02,2tSPS5dRintqVulKAKni2T,4
0.239,0.539,10,-10.664,1,0.0396,0.429,0.267,0.0761,0.493,117.381,2rYZETHlA6JTDbbkAWj9jD,4
0.288,0.862,8,-2.844,1,0.0384,0.000636,1.12e-05,0.0702,0.349,153.961,5x980nLE6wFKOvRyJgkoPM,4
0.642,0.874,0,-4.915,1,0.0501,0.0802,0.0,0.343,0.545,128.02,6M78En84cFYQxdYABC2fZO,4
0.647,0.88,1,-3.764,1,0.295,0.0744,0.0,0.491,0.441,151.937,4ahPtPyoi6Ft9r0Hf1xS9v,4
0.713,0.802,4,-6.162,0,0.151,0.282,0.000328,0.369,0.34,77.481,5ZvOiFNa14akPXHddJgYFW,4
0.837,0.825,11,-1.555,0,0.0465,0.02,0.0,0.302,0.495,117.034,1ru2r3r1Njis2C4IbGzgfS,4
0.755,0.889,2,-4.536,0,0.17,0.05,0.0,0.232,0.759,150.043,2Rjw8Egb06Yiy0y3GQMWOS,4
0.81,0.905,11,-7.415,0,0.0342,0.058,3.17e-06,0.149,0.908,117.011,4EKS4BdlS8yL7iMbE8G35Z,4
0.264,0.888,11,-2.68,1,0.0576,0.00133,0.0,0.0961,0.436,175.884,2EIIqbWKT2wvfMaGD46ksq,4
0.759,0.399,10,-6.024,1,0.0533,0.561,0.0,0.0818,0.671,88.998,0LSmb1eo894EJ7eIWPaAgQ,4
0.319,0.902,1,-3.202,0,0.0498,0.00161,5.33e-05,0.101,0.31,168.039,16nTIchORlnIBIqL1Xa8U6,4
0.784,0.763,3,-6.443,0,0.211,0.365,0.0,0.681,0.962,149.939,0xcV2joMevMS12CAyvjiWA,4
0.886,0.854,1,-3.739,1,0.192,0.0956,0.0,0.164,0.639,147.567,6C1FLO3FjRNlc1ki5Y1vl6,4
0.735,0.93,5,-2.816,1,0.0743,0.00945,0.0,0.0849,0.661,133.957,28GE60KLxobidYzuUHW6iI,4
0.381,0.923,2,-2.308,1,0.0412,0.00434,0.0,0.375,0.159,158.018,6N2MHR5CKD5BFI8QXa2OKM,4
0.313,0.354,7,-7.661,1,0.029,0.722,2.61e-05,0.103,0.239,141.161,2KLL68vmqVDdhL7J9lquMb,4
0.636,0.778,5,-2.983,0,0.1,0.016,0.0,0.187,0.926,98.383,3lrwnoggORNfLs0jiGqBhA,4
0.533,0.951,5,-1.838,0,0.0371,0.01,0.0,0.335,0.831,128.0,0E5TZgeNbdxoR7YwZG9PTO,4
0.551,0.12,2,-19.667,1,0.0411,0.994,0.932,0.133,0.199,70.018,0BQ3kSfeLFq3CMtuHbYUHD,3
0.428,0.464,10,-6.431,1,0.033,0.797,0.0,0.109,0.163,133.459,0T9Ds8hp6T1k8KAAqp3V45,4
0.572,0.99,3,-1.959,1,0.0351,0.157,0.0079,0.0519,0.963,128.011,3kFEX1OTRaZ5WfX3X42BQP,4
0.705,0.568,3,-5.823,0,0.0336,0.823,0.0,0.115,0.343,126.058,73uroRA4ybShIFywRma50p,4
0.405,0.617,0,-6.16,1,0.0286,0.0366,2.29e-06,0.11,0.169,74.983,7fyEwJts3Fv2D4MIt5I1M9,4
0.736,0.799,9,-6.0,0,0.0442,0.0557,0.0,0.102,0.93,134.001,6hQZn0khzhIZmMQ2erzx6q,4
0.761,0.854,1,-6.195,1,0.29,0.0456,0.0,0.303,0.456,132.081,06m29R8rACx5fK7GgYsBT2,4
0.37,0.566,7,-4.781,1,0.0301,0.0293,0.0,0.057,0.16,140.173,5alMW854ShjDbupOJtaNKC,4
0.317,0.919,8,-2.18,1,0.0531,0.000343,7.53e-05,0.307,0.361,161.986,762VrP9Rp0UgSbbKP3Jquk,4
0.844,0.806,1,-3.252,1,0.0542,0.0179,4.9e-06,0.0852,0.652,111.971,3zwMB1JyTzgOLo6rDnAVJ4,4
0.59,0.832,11,-3.327,1,0.0365,0.56,0.0,0.155,0.174,123.937,1EzYoGGkr0azLsiq8svGSl,4
0.317,0.924,6,-2.504,0,0.0485,0.000389,1.17e-05,0.356,0.192,167.984,5LeQYdPZK3Wm8JyqY3OOF7,4
0.792,0.924,6,-6.866,0,0.0327,0.104,0.000224,0.336,0.968,127.003,2UuKZDzjZ7cVMOvpmuAMYj,4
0.708,0.892,4,-1.964,0,0.0349,0.0706,0.0,0.114,0.623,108.031,1RTW9UthqmZwr8Od6CH4i8,4
0.781,0.849,6,-5.644,1,0.0568,0.159,0.0,0.93,0.665,124.986,54SpjxPioot7g7hVfbrXHh,4
0.788,0.881,1,-3.678,0,0.0646,0.059,0.0,0.17,0.785,127.976,7hlEhmg5h9XuFtaGfgvqjF,4
0.703,0.934,6,-2.92,0,0.167,0.0462,0.0,0.116,0.821,135.02,7KDHGgYt5fF2Lh9FxMbVML,4
0.612,0.862,2,-3.732,1,0.126,0.0511,0.0,0.165,0.304,133.825,1WhMVMvqpqa5IFPlVMAnEX,4
0.699,0.908,7,-2.108,1,0.0334,0.0531,0.0,0.116,0.6,108.023,24Gy6lVtCd8nOL2vzZiFyV,4
0.75,0.817,8,-2.541,1,0.0361,0.639,0.0,0.171,0.762,117.991,18fWwTkrIxojEC2gmVyoxS,4
0.438,0.941,7,-4.006,1,0.0446,0.000934,0.000181,0.317,0.773,156.129,0zij3s5siX5jyS1Nbn2eil,4
0.518,0.708,0,-4.389,0,0.0375,0.252,0.0,0.176,0.22,119.847,74KrjA5CWRr2elkzhJo6si,4
0.639,0.961,11,-1.415,0,0.0539,0.0464,0.0,0.0866,0.761,111.997,7GxaIFqvSXvAg18ai8i0gT,4
0.31,0.881,10,-5.485,0,0.183,0.00304,0.0,0.354,0.676,180.256,4XootENzEQ3gMtnuJZYq0O,4
0.622,0.882,9,-2.886,1,0.105,0.0867,0.0,0.0931,0.726,136.926,0GtnPY1LePGHquWzIEiqMj,4
0.786,0.942,10,-4.297,0,0.331,0.167,0.0,0.471,0.8,156.805,59iKqFHbj77iFkz7Ck7jXv,4
0.814,0.619,4,-10.511,0,0.0328,0.52,1.12e-06,0.108,0.941,125.042,6ngxUxcxL3cflm1dNtIENR,4
0.627,0.845,11,-3.397,0,0.104,0.0596,0.0152,0.0602,0.78,166.013,4X0IXobYpLPiAN2ilOtMnM,4
0.685,0.779,7,-4.467,0,0.0536,0.217,0.0,0.352,0.717,95.026,1k4poPLl62xepcGZx855Iw,4
0.406,0.928,7,-4.948,1,0.2,0.00147,0.0,0.379,0.446,166.071,1FsqYM0DTfommr5oDiqox5,4
0.92,0.626,5,-4.48,0,0.05,0.31,5.08e-06,0.0371,0.906,107.997,6fPeh9hN0Zi9u8P7uDnAm4,4
0.668,0.779,0,-5.324,1,0.0452,0.116,0.0,0.314,0.383,124.95,0K1bxe733BFc74jk4g59ED,4
0.704,0.927,6,-8.875,0,0.044,0.11,0.941,0.11,0.961,96.006,1zhQf0QzwfPC8agG8riVWm,4
0.698,0.781,5,-3.8,0,0.0236,0.000176,0.0,0.0507,0.339,116.036,4aIgmON0kGOFooTuiIh2KS,4
0.525,0.383,0,-6.958,0,0.0339,0.658,2.4e-06,0.0841,0.386,118.425,5uuLnmCZfvaeJI4XAyWnCC,3
0.484,0.913,2,-4.475,1,0.101,0.145,0.0,0.315,0.696,154.967,1JrzvYMdLqHGBa6jmnBXia,4
0.751,0.859,0,-8.773,1,0.0357,0.105,0.304,0.0896,0.877,120.019,4rY2Y5oRlZFrNzj9nB7vnI,4
0.695,0.874,6,-3.032,0,0.0749,0.426,0.0,0.22,0.804,95.029,0Ql5ZdoSerPwu6uWtM40bD,4
0.625,0.622,7,-6.102,0,0.102,0.152,0.0,0.37,0.476,91.073,3gpwEXhh8o08MWQukS9bVz,4
0.498,0.957,4,-5.404,0,0.213,0.00244,0.0,0.314,0.44,166.028,3PlJ0mc8d17WhW1IJZ7bFo,4
0.448,0.527,1,-4.718,1,0.0325,0.768,0.0,0.122,0.294,135.603,17YZlswC4YRd6vMVkH6F5C,4
