artist_name,artist_id,track_name,track_id,ff,track_popularity,artist_followers,artist_popularity,artist_genres
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,I DO,4J1AUUtkxefSV7FpwmdQzR,1,48,7944655,73,['k-pop girl group']
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Happy Ending,6bk9pQwgyR4ihccicvOL9L,1,52,10621758,78,"['k-pop', 'k-pop boy group']"
iKON,5qRSs6mvI17zrkJpOHkCoM,Tantara,07yTrKM5LJmKFfLyASA7O8,1,51,3501878,59,"['k-pop', 'k-pop boy group']"
fromis_9,24nUVBIlCGi4twz4nYxJum,Wishlist,1zdl1HSCwuhwPIof0eADzj,1,44,1180701,56,"['k-pop', 'k-pop girl group']"
iKON,5qRSs6mvI17zrkJpOHkCoM,U,4LKcNaDtBhpTN4rUVuRj0B,1,51,3501878,59,"['k-pop', 'k-pop boy group']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Kaiya Idhu,4mmnx2ZsA2tgzarbJDzWvY,1,0,810748,60,"['kollywood', 'tamil pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Seethatin Kaiyai Thotta,0RIg65vEwbzbPjbMfQSr1N,1,0,810748,60,"['kollywood', 'tamil pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Aatha Muthu Mariyamma,6qXdKKyDMPmgXV4vl4xP3J,1,0,810748,60,"['kollywood', 'tamil pop']"
Standing Egg,6a3Mfrn2XBR1DfPg1QGa1d,You?ôre Precious,0grAbqXDOJDerhzeYB4wy3,1,55,185183,44,"['k-indie', 'korean pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Oh Lovely,5r5fGnsabAw1KjAco7EELg,1,0,810748,60,"['kollywood', 'tamil pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Veeranthan,1TYsaiPYPRIXcGxM8GXwTC,1,0,810748,60,"['kollywood', 'tamil pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Eppo Mama Kacheri,3XEoJykw6GTqR2Lw4iIgTQ,1,0,810748,60,"['kollywood', 'tamil pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Pasamulla Pandiyare,3KMr603za4W2zJqIG4glJB,1,0,810748,60,"['kollywood', 'tamil pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Manna Thottu Kumbidanum,3chkR1nkzOCjC0hmV39Mpa,1,0,810748,60,"['kollywood', 'tamil pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Discovery Channel,2VEjbeFeHdE1FpINX4FZKb,1,0,810748,60,"['kollywood', 'tamil pop']"
YOUNITE,4l4eMvpA4K7X02j08cbkNV,Love it,574gYm7iFWEUO4DbF5NGEF,1,46,61775,33,['k-pop boy group']
Deva,1aXtuiimQwgW8Xqztgp4Kf,Enaku Indru Deepavali,6p7DKTUxgwuC23v43VcYcU,1,0,810748,60,"['kollywood', 'tamil pop']"
Deva,1aXtuiimQwgW8Xqztgp4Kf,Rukku Rukku,0TxMCQbsgQmTJEcH2pMBQW,1,0,810748,60,"['kollywood', 'tamil pop']"
Kevin Morby,6fxk3UXHTFYET8qCT9WlBF,Dance With Me Child,10RRcep6tcFnzA8mHQVdCa,1,48,283945,49,"['chamber pop', 'indie rock', 'kc indie', 'modern folk rock']"
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,?û„ÅÑ?Ω„Å°?ãËä±?≥„ÇâÔºàFallin' FlowerÔº?6toOcGbnoQgsExJB9gIjMD,51,2,10621758,78,"['k-pop', 'k-pop boy group']",
Emarosa,68tKVjVvcqUfKFFLr2j0Ek,Attention,4zVjnJH7sMX1B2Ls32SzgV,1,40,273295,47,"['lexington ky indie', 'neon pop punk', 'pop emo', 'pop punk', 'progressive post-hardcore', 'screamo']"
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Do It Like That (Jax Jones Remix),2FwNVwldrtc8454bYU5a9g,1,48,9109873,76,"['k-pop', 'k-pop boy group']"
my little airport,3yfDRplDZh03Y0fEeCd6B0,Èß±Èßù,6j9BoWu8ows9OtIeSePZ9K,1,49,218841,53,"['chinese indie', 'chinese indie rock', 'hong kong indie', 'hong kong rock', 'twee pop']"
ITZY,2KC9Qb60EaY0kW4eH68vr3,Voltage,7s6VLoIRXAwV6seA6rn5iC,1,47,6307930,70,"['k-pop', 'k-pop girl group']"
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,LONE RANGER,0R4axRx5Y4rwYY22UZhx2e,1,46,5233866,59,"['k-pop', 'k-pop boy group']"
TREASURE,3KonOYiLsU53m4yT7gNotP,G.O.A.T (RAP Unit),6Tb0YsLZ3V6M0EiNobm7Fi,1,43,3141331,66,['k-pop boy group']
Jimin,1oSPZhvZMIrWW5I41kPkkY,Angel Pt. 2 - Sped Up,6aB2aRNg9gTj6XMQkW0yQk,1,50,6948238,81,['k-pop']
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,New Classic,0FP2JZyC9Y8WjkB9xGS6mW,1,45,898940,56,"['k-pop', 'k-pop boy group']"
Apink,2uWcrwgWmZcQc3IPBs3tfU,D N D,1XrPkH2rQYgVMJeIMdUbRU,1,47,1245081,50,"['k-pop', 'k-pop girl group']"
ONEUS,3CVYSpM7nfHFG5qCTW7Ht9,Simulation,5tL0w2xPkpc7WixVRXfAeI,1,48,928869,53,"['k-pop', 'k-pop boy group']"
WayV,1qBsABYUrxg9afpMtyoFKz,Welcome To My Paradise,3peCAGvd86EKfjlYELknUB,1,48,2038184,61,"['chinese idol pop', 'k-pop']"
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,Let's Stay Well (My love X Roy Kim),3BlFzuu8yqE4bMrHKTViee,1,51,260244,44,['korean pop']
KyoungSeo,4rxWm4OrS8IRQ3YxDUwnJA,Everyday With You,4FpNWU5qCPCZR7LkuyuJr7,1,55,97138,43,"['k-pop ballad', 'korean pop']"
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Back for More (with Anitta) (Performance Ver.),4TtwFAgN5WEJKUuMUv1hcP,1,48,9109873,76,"['k-pop', 'k-pop boy group']"
CLASS:y,3jcfHmXvjOgHzfyVE55GzZ,Crack-Crack-Crackle,4cFkNoWvPbLJSe7bay50sI,1,50,146923,37,['k-pop girl group']
tripleS,5Z71xE9prhpHrqL5thVMyK,Black Soul Dress,6yN4vsxR9j1BAzxEdy7qlL,1,46,285350,54,['k-pop girl group']
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Do It Like That (Pop R&B Remix),5W1MGvhp0nDigx1vfYTaO8,1,47,9109873,76,"['k-pop', 'k-pop boy group']"
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,Mistake,76R1dAYusO6jBOCdSYmLW1,1,43,411430,49,['k-pop']
EPEX,4e2umhzNHTSeQnSCWPN0uT,FULL METAL JACKET,3DdEFAs5UmTIYIoDXTjD5U,1,47,210164,41,"['k-pop', 'k-pop boy group']"
Gaho,3ybZTNrlK0QhL4rBxfLHOc,Yellow Light,55187ICycOt3kwQa9Vurne,1,56,363796,51,['k-pop']
GOT the beat,6uNxlIP5lzPFf0BHuELOuX,Alter Ego,08pPhcvPmphUEx3pEBZwGZ,1,47,666178,51,['k-pop']
Loco,2e4G04F77jxVuDYo44TCSm,Just Like This (Feat. george),47NJQJ5IJiNhSWbE6Ahytx,1,47,411344,58,"['k-pop', 'k-rap', 'korean r&b']"
Rocket Punch,4hozqATxbpy9TwKWRT8QVO,BOOM,7snU7ER25gz87VKZ53ejS8,1,47,190476,37,"['k-pop', 'k-pop girl group']"
Kep1er,5R7AMwDeroq6Ls0COQYpS4,Happy Ending,5wNbNbdfejtmNYq4jaMGWF,1,45,1375828,57,['k-pop']
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things - Dance Remix,62Q8xON11csaJlfmRF7Y5O,1,50,4110265,75,['k-pop girl group']
TAEYONG,6SKusTjOAPsTZ6kareKQdm,Move Mood Mode,4m4G6vkkOHy9zlIPm6nwea,1,51,1211332,57,['k-pop']
KEY,6XXKPxRX2WWPPtfodzpc2v,Can't Say Goodbye,020u6AekCG9lytydtX5pVu,1,47,634344,52,['k-pop']
TREASURE,3KonOYiLsU53m4yT7gNotP,Here I Stand,2muMPwLTvz3tnGg5Jz4rjA,1,55,3141331,66,['k-pop boy group']
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Haiku,2Z9dvJ3CURZjxdulvjGqPR,1,41,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
ODD EYE CIRCLE (ARTMS),10NiYZbV1kGr5cBygKTS5J,Sweet Crazy Love (Eng Ver.),3avDhp28YJx5z8luF4ne6P,1,48,123407,45,['k-pop girl group']
SUNMI,6MoXcK2GyGg7FIyxPU5yW6,Lights Out,1z7X7lFkoF2KRoDaxUfN99,1,47,2662439,57,['k-pop']
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Fallen Short,1mbnRS3a0TgqsrahokSF43,1,42,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
tripleS,5Z71xE9prhpHrqL5thVMyK,Colorful,3eTsQnDR30FXtkyOYFazC7,1,45,285350,54,['k-pop girl group']
ITZY,2KC9Qb60EaY0kW4eH68vr3,Blah Blah Blah,3hkxNGdl5GOOruFDsKbBoy,1,47,6307930,70,"['k-pop', 'k-pop girl group']"
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Roses In My Backpack,0unmFukTNfCHAXM7jsYREn,1,42,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,Huzur Is Kadar - Chill Trap,1wLlrxFStxz4QsplKr5q6t,1,0,1494001,59,"['bhajan', 'classic bollywood', 'filmi', 'garhwali pop', 'hare krishna']"
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,A Few Notes For Orpheus,42gMHlHVsmcZyesCGDaY9u,1,41,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
Suzy,4U80LJd8sG6U9YTFP5izka,R.U.N,6ZRkGwxywPUmjPLglrfqlq,1,50,483545,51,['k-pop']
CRAVITY,6FkhUhUwSPl3mGB6mmE8wn,Cheese,4pJONzTRaCfshJdrN051lr,1,46,608315,47,['k-pop']
Loco,2e4G04F77jxVuDYo44TCSm,PIKPIK,7B79L66MsXNrJPaIlRu7hS,1,46,411344,58,"['k-pop', 'k-rap', 'korean r&b']"
SHINee,2hRQKC0gqlZGPrmUKbcchR,Sweet Misery,3n8FLiCA7kzqfWdRk450VJ,1,47,3110369,61,"['k-pop', 'k-pop boy group']"
SHINee,2hRQKC0gqlZGPrmUKbcchR,Like It,4LeToSXpuo4XGo6an5ecAq,1,48,3110369,61,"['k-pop', 'k-pop boy group']"
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Patterns,6Pagqt0g3WyKIblKiRKSep,1,41,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
The Beths,7DjwIxbe8kpw4pqnzAMoin,Watching The Credits,65yCbkRvxWK69hV6ORTK7t,1,40,134656,47,"['auckland indie', 'bubblegrunge', 'indie rock', 'kiwi rock', 'modern power pop', 'nz indie']"
Aashish Yadav,6Q7zxRpatEpouz1e7dLbsG,Haradiya Re,5F1ZsRdeYHJyIv5oYoEwrV,1,47,30781,46,['khortha pop']
ODD EYE CIRCLE (ARTMS),10NiYZbV1kGr5cBygKTS5J,Did You Wait?,5wfZbLJ1tfLhsA3AYHrANx,1,44,123407,45,['k-pop girl group']
BIG Naughty,7cEaNXXTHx3LokbjUUyHal,Fxxxnds (Feat. Kim Min Seok of MeloMance),0S2GNnqAHC96zqB8ZIcxg4,1,49,342682,56,['k-pop ballad']
Whee In,0BqRGrwqndrtNkojXiqIzL,Bittersweet,0LuFJ3vQshqQUx0dTt8yYv,1,47,914347,52,"['k-pop', 'korean ost']"
STAYC,01XYiBYaoMJcNhPokrg0l0,Poppy (Korean Ver.),7KqISJoXbapng18bmmG0oa,1,46,1611711,61,"['k-pop', 'k-pop girl group']"
tripleS,5Z71xE9prhpHrqL5thVMyK,Oui,3LAtZiyrPu2QJFbipsDRWH,1,45,285350,54,['k-pop girl group']
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,?∏„É•?®„É™??(Prod. imase),27Ktms54Maeges2VYdsnec,1,49,3614292,76,['k-pop girl group']
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,24H,5jXlUt3NS0iu7pHYPqpK2O,1,50,10621758,78,"['k-pop', 'k-pop boy group']"
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Identical Days,4hrptHq1WUVnUIsZpyt3YE,1,41,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,Raja Pandharicha,6F8fI2NGLRvyJBH55RFIzR,1,0,1494001,59,"['bhajan', 'classic bollywood', 'filmi', 'garhwali pop', 'hare krishna']"
Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,"Om Hai Jeevan Humara (From ""Arya Satsang"")",0ssMLAnlkvdZLizNjIaBYN,1,0,1494001,59,"['bhajan', 'classic bollywood', 'filmi', 'garhwali pop', 'hare krishna']"
Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,Nachu Gavu Vithu Nave,5AhfS3dXXmzxxpqmGpPkVA,1,0,1494001,59,"['bhajan', 'classic bollywood', 'filmi', 'garhwali pop', 'hare krishna']"
Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,"Shriman Narayan (Traditional Dhun) [From ""Shriman Narayan (Traditional Dhun)""]",5Ow8g1arXfSprP3MJDn4uJ,1,0,1494001,59,"['bhajan', 'classic bollywood', 'filmi', 'garhwali pop', 'hare krishna']"
I.M,49tkHHS0mXwa5eLYvyvKyd,Habit,1RQqbSlookHZBgm5Cf3Sg4,1,46,364053,43,['k-pop']
Emarosa,68tKVjVvcqUfKFFLr2j0Ek,Woman,3rGAu4qRYLgF0hrxyLq7oe,1,40,273295,47,"['lexington ky indie', 'neon pop punk', 'pop emo', 'pop punk', 'progressive post-hardcore', 'screamo']"
Lyn,1A6WCseWiK22oxqodg7vcy,I'll Always Be With You,0qXAC2U4E9XjF0FeGRsMh7,1,53,260843,48,['korean pop']
Stray Kids,2dIgFjalVxs4ThymZ67YCE,CASE 143 -Japanese ver.-,24c1YnlFKxrAPINd69UlLd,1,52,13545818,82,"['k-pop', 'k-pop boy group', 'pop']"
OMEGA X,2FJYWlqgtoiBtXpOy9GGIF,Touch,3DcQsEslVSMW4qFDzFAd7l,1,44,213081,43,['k-pop']
Weeekly,73B9bjqS2Z5KLXNGqXf64m,ODYSSEY,7hf0gThVJS19J6ZOITDCDp,1,44,576825,51,['k-pop']
fromis_9,24nUVBIlCGi4twz4nYxJum,Bring It On,2a1qLwJOAc2uYTrcs0cLhQ,1,42,1180701,56,"['k-pop', 'k-pop girl group']"
Emarosa,68tKVjVvcqUfKFFLr2j0Ek,Cinnamon,1gRWoklE6IT3eVP7mSlFwd,1,39,273295,47,"['lexington ky indie', 'neon pop punk', 'pop emo', 'pop punk', 'progressive post-hardcore', 'screamo']"
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Beatbox - English Version,6q7sF4ctWUSf76T6VJ6Bu9,1,53,7391266,70,['k-pop boy group']
Whee In,0BqRGrwqndrtNkojXiqIzL,Here I Am,7I9PFafS70EQLp2WirTgFj,1,48,914347,52,"['k-pop', 'korean ost']"
HENRY,1sjw4xq2pAWy5Vdgba5QAt,Real Love Still Exists,0lJxsFybSunQWH4MQNIyCo,1,48,510642,53,['k-pop']
george,2pRZp2WxvnWWiSPcSSYkNV,ANYWHERE ANYTIME,67sYclP23NAkhQwYciJd16,1,47,111551,47,['korean city pop']
Xenia Manasseh,2J4IvVbi2h1wB2A0p5kd86,I Lay (feat. Xenia Manasseh),3OfnodXWoUyR7bgKckTe5p,1,46,24212,41,"['afro r&b', 'kenyan pop', 'kenyan r&b']"
MAMAMOO+,2uGx10VkBrI3GBvnQl81du,dangdang,4wp725MlpbUiyn1NcTMHJ6,1,48,122783,41,['k-pop girl group']
tripleS,5Z71xE9prhpHrqL5thVMyK,New Look,79mHno2xjCr4Br0KvRPcdb,1,46,285350,54,['k-pop girl group']
KEY,6XXKPxRX2WWPPtfodzpc2v,Intoxicating,58FJAeW57iNe6K34hcOAu8,1,45,634344,52,['k-pop']
Yll Limani,2qI59HaiEtvev8vnUkmRpT,Per kon je zbukuru,3dETUH3KaqOo8Hgyne8LkR,1,56,184963,54,"['albanian pop', 'kosovan pop']"
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,Deny,7Kg8zkls7jEP5H89mCG1vz,1,44,5233866,59,"['k-pop', 'k-pop boy group']"
Epik High,5snNHNlYT2UrtZo5HCJkiw,On My Way (Feat. Jackson Wang),5vaR767DFNrbwosqbdJRD0,1,44,739992,56,"['k-pop', 'k-rap', 'korean old school hip hop']"
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Badge Of Honor,00zTOKDOuVKuwOe7lSBble,1,39,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
Majid Almohandis,2YquYFTCdzTnrcxZzzrNbj,ÿ¨??ÿ™ ??ÿ®?,6PnSITYfgUE5vTCLRy3Y8S,1,48,1000939,48,"['arab pop', 'khaleeji iraqi', 'khaliji']"
WOODZ,6y9nlaoynxSvoTGY09Vdcy,Deep Deep Sleep,3Lqqyxa50G38xD98547B1Z,1,45,763727,53,"['k-pop', 'korean r&b']"
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Melt Away,2cZtazNq0IRRFymK7UaRa0,1,55,2832752,64,['k-pop']
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Burn It Down,1y8tPIOh9kR3eQE6TeBCwe,1,54,2832752,64,['k-pop']
TAEYEON,3qNVuliS40BLgXGxhdBdqu,To. X,2gyCwrOcC6JBoaJ8JGJ7T8,1,59,2832752,64,['k-pop']
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Nightmare,3dmZOzXDFXEZXdjPqJJPKt,1,53,2832752,64,['k-pop']
A.C.E,25KT93FeotUTHC1dbLasxi,Effortless (Kor Ver.),3IXVEDbNRgOgdHYh1vXLeh,1,45,1412539,45,"['k-pop', 'k-pop boy group']"
