summonerName,championName,win,kills,deaths,assists,totalDamageDealtToChampions,allInPings,assistMePings,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,placement,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestBaron,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,teleportTakedowns,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,,,,,,
T1 F0rest,Taliyah,TRUE,6,1,4,13647,0,2,0,1,0,6,11549,14,163,0,2,3,0,30467,0,6169,0,3,0,2,TRUE,9,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,10920,9875,0,JUNGLE,0,0,0,4628,3102,0,4644,3020,0,3364,14,1,JUNGLE,0,6,1,297,170088,12046,4545,2,156,0,0,0,0,0,11,7,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 709, 'var2': 476, 'var3': 0}, {'perk': 8304, 'var1': 9, 'var2': 4, 'var3': 5}, {'perk': 8321, 'var1': 1, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}]}",16459,902,8745,0,0,0,0,0,0,22,1,RC0CJzG9omQNMWHxj2VvXS709hSN-HxZSPs8_AnhGoEjO3fl8VEeXbqqhhwlRuav4IXaZ1dVE3xhVg,0,,,NONE,0,235,53,73,31,0,13,11,3,4,kovH0PivHzzE1gGHAxjLrFcjLSvktxtuG3JMLzwXfvfrYTs,649,FALSE,200,JUNGLE,23,1259,106,216990,0,13314,13,7449,0,21,724,12,1,0,30442,698,23,0,0,0,0,0,27,3,6,5,0,392,0,76,1,0,150,1,0,0.547034294,3,650.219005,0.210369232,0,1,3,0,2,1248.202505,676.7677617,0,0,0,0,21,17,0,0,0,0,1,977.1004251,0,0,1259.344919,520.301153,0,1,8,1,1,61.20000014,0,0,0,10,0,0.625,0,1,0,2,0,1,0,7,25,4,0,0,0,63.2000002,4,4,0,-31.79999998,0,0,0,0,4644,0,0,0,0,0,8,1,0,0,0,0,0,0,4,19,127,0,0,0,2,0,4,0,10,0,0,6,1,0,1,0.243327075,0,0,0,0,0,0,0,0,0,0.281276941,1.301881083,6,6,0,,,,
NS Callme,Jayce,TRUE,1,1,2,8497,0,7,0,0,0,1,12482,14,126,0,16,4,5073,9967,5073,6572,0,3,0,0,TRUE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,9446,8325,0,MIDDLE,0,0,0,3111,0,3142,1036,1054,3042,3364,20,0,MIDDLE,0,0,1,590,13241,2002,6073,0,4,0,0,0,0,0,6,8,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 8, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 597, 'var3': 0}, {'perk': 8233, 'var1': 12, 'var2': 30, 'var3': 0}, {'perk': 8237, 'var1': 331, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",107486,6495,3617,0,0,0,0,0,0,2076,0,Gh3qOuGXsLhSaJfwAB3Gn8D8mlqO-eO9qLIaIYlpUe8LF0kdwySvu6ta2CS-OYQj_cfpmPiv6cn_1g,0,,,DUO,0,95,69,58,107,0,2,4,4,12,jB7AhbdKw1s8y_CKUHdsalBUDR7fnhM3-8aGQ4JF0-vT8ek,446,FALSE,200,MIDDLE,4,1259,0,124778,0,9904,0,109,0,210,71,27,1,0,4050,0,213,2,2,0,0,0,23,3,5,6,0,329,0,0,1,0,0,0,0,0.812879578,3,404.8664634,0.156486524,0,1,3,0,0,1248.202505,0,0,0,0,7,0,0,0,0,0,1,977.1004251,0,0,1259.344919,0,450.0909152,0,2,0,0,0,0,0,3,0,0.1875,0,0,1,0,0,0,0,1,3,86,0,0,0,30,4,1,0,0,0,0,0,0,3142,0,1,0,0,0,2,1,0,0,0,0,0,0,1,18,8,0,0,0,2,3,0,4,0,3,0,0,1,0,0,1,0.151510448,0,0,0,1,2,0,10,0,0,0.348972082,1.126172967,5,5,0,,,,,
vnioaehouadh,Sivir,TRUE,5,1,7,15176,0,3,0,0,0,4,10236,13,15,0,7,5,2421,7802,2421,3164,0,3,0,0,TRUE,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,10097,9425,0,BOTTOM,0,0,0,1053,6672,3006,1018,6675,1055,3363,22,1,BOTTOM,480,4,1,269,555,0,2393,1,2,0,0,0,0,0,2,9,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 48, 'var2': 3, 'var3': 0}, {'perk': 8009, 'var1': 1779, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 17, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 582, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 9, 'var2': 4, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",99748,15114,4803,0,0,0,0,0,0,5875,0,aGR2R3R4Q9pyl2xXt1ZKmzxBQl4kvDOIIULgDh_ZRlFyKxs8ySbGdUfq6kh-C-oa0eikuEQIsQnGkQ,0,,,CARRY,0,50,37,9,3,0,5,6,2,4,nkK8q9kxqPgkrek8RQNTm_19YMfqEgFMTXZUfQP2S2rUnpCFl7vRrw-0iA,60,FALSE,200,BOTTOM,1,1259,0,104283,0,7196,2,2164,0,190,23,12,1,0,3979,61,0,1,1,0,0,0,19,3,6,8,0,99,0,0,1,0,150,0,0,0.291046491,3,723.0452792,0.113702114,0,1,10,0,1,1248.202505,676.7677617,0,0,0,0,0,3,0,0,0,0,1,977.1004251,0,0,1259.344919,0,481.1002011,0,1,1,0,0,0,0.800000012,0,0,12,0,0.75,0,1,1,0,0,0,0,0,19,66,0,0,0,27.59999999,4,2,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,52,55,0,0,0,4,0,2,0,12,0,0,6,0,0,1,0.270580361,0,0,0,1,1,0,8,0,0,0.072740078,0.906512674,6,6,0,,,,
dnasojiayin7ox,Alistar,TRUE,1,5,8,4069,0,4,0,0,0,1,6454,10,12,0,23,11,0,394,0,9661,0,7,0,0,TRUE,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5662,4375,0,UTILITY,0,0,0,2055,0,3860,3158,3105,1011,3364,20,0,BOTTOM,0,0,1,296,6068,2850,5062,0,0,0,0,0,0,0,7,10,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 70, 'var2': 530, 'var3': 0}, {'perk': 8306, 'var1': 7, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 374, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 16, 'var2': 0, 'var3': 0}, {'perk': 8234, 'var1': 6227, 'var2': 0, 'var3': 0}], 'style': 8200}]}",2480,582,7024,0,0,0,0,0,0,5875,1,REw07L0pCFgVr2WWt-E3afF5U_eIi4R4ycusOk08oDTXT3szuP7S3_WCLXrKacuauwGC5AFQEZaclw,0,,,SUPPORT,0,25,16,27,4,0,11,4,5,14,ynnyYdb0lIkBVT0rZEJOkXSw1hnzcHVlB25p86Tfr4P6FnjF3g8w-n8RYA,225,FALSE,200,UTILITY,46,1259,0,15814,0,12431,0,4712,2523,27,180,64,5,0,7265,636,343,0,0,0,0,0,48,9,6,21,0,72,0,0,1,0,0,0,1,0.686476908,7,193.8688483,0.196416114,0,5,18,0,2,1248.202505,676.7677617,0,2523.736328,0,0,54,0,0,0,0,0,1,1,977.1004251,0,0,1259.344919,0,269.7835144,0,1,5,0,0,0,0,0,1.8,0,0.5625,0,0,1,0,0,0,0,3,0,14,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,94,0,0,0,0,14,0,5,0,9,0,0,5,0,0,1,0.072550232,0,0,0,0,0,0,0,0,0,0.045568466,2.288466464,6,6,2,,,,
칼과 창 방패,Poppy,TRUE,3,2,12,14486,0,5,0,0,0,0,13838,15,78,0,3,4,4164,8398,4164,37701,0,2,0,0,TRUE,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10490,9725,0,TOP,0,2,0,3068,2033,2055,3111,3001,8020,3364,17,1,TOP,0,2,1,847,20937,3839,8003,0,4,0,0,1,0,0,6,1,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 866, 'var2': 504, 'var3': 0}, {'perk': 8401, 'var1': 110, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1510, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 58, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8352, 'var1': 393, 'var2': 1054, 'var3': 802}], 'style': 8300}]}",76370,10646,15449,0,0,0,0,0,0,3495,0,wl_Curr_IWJR5C2SDL9Yyv8Usg6okSmGNxXabYcxdwoWwiAZR7tplz4j0yrUba32r2euexw26nieoQ,0,,,SOLO,0,96,43,36,7,0,5,12,3,4,T18sGUD07XtCuGqtxQY_o91YLgcAmADhJgyiVlEzt_C5eTc,659,FALSE,100,TOP,37,1657,0,127191,0,24042,0,3686,0,145,464,33,1,0,29882,0,589,1,7,1,0,0,24,3,3,6,0,182,0,0,0,0,0,0,0,0.449978451,2,524.4039962,0.236185546,0,2,4,0,0,0,0,0,0,37,0,0,0,0,0,1,602.7070289,1,2,1657.520979,0,379.74735,0,9,0,0,0,0,0,7.5,1,0.5,0,0,1,0,0,0,0,7,0,59,0,0,0,12,1,2,0,0,0,0,0,0,3001,0,0,0,0,0,10,1,0,0,0,0,1,0,1,24,0,0,0,0,4,0,7,0,15,0,0,2,0,0,0,0.140894923,0,2,1595.863545,0,2,7,10,6,0,0,0.384956837,0.872524075,3,1,0,,,,,,
Love and Trust,Viego,TRUE,15,2,7,21136,0,12,1,0,0,0,13792,15,234,0,21,5,4195,55594,4195,27415,0,4,2,3,TRUE,16,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,14655,14533,0,JUNGLE,2,3,0,1028,6609,3026,3078,6672,3111,3364,26,2,JUNGLE,1282,11,2,878,7969,1370,10818,0,160,0,0,0,0,0,50,2,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 399, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1756, 'var2': 440, 'var3': 0}, {'perk': 9104, 'var1': 10, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 843, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 9, 'var2': 0, 'var3': 0}], 'style': 8300}]}",204775,18512,17162,0,0,0,0,0,0,7,0,TIxZXpsEhwk4LypjBSZK9AZ9ZjejpjNQTwO_59relmHPHbCXtMcI2d1K0chuGMq0m1Z_Zw7OlYDFeQ,0,,,NONE,0,168,152,81,26,0,4,4,18,11,goztJOcADXDR38ftvouufR5aAedmaBauBVhFIVoo9AsKV1o,152,FALSE,100,JUNGLE,21,1657,76,243888,0,28570,44,17677,0,31,281,27,1,0,31143,1253,589,2,5,1,0,0,30,6,6,5,0,427,0,47,0,0,0,4,0,0.830395881,4,765.1074684,0.280662842,0,2,8,0,3,381.5157437,0,0,0,0,16,30,0,1,0,0,1323.363428,1,602.7070289,1,2,1657.520979,530.5250302,0,9,3,1,56.80000004,0,0,0,11,4,0.733333333,0,2,4,3,0,0,0,1,1,8,1,1,0,40.20000008,1,2,0,-23.4000001,0,0,2,0,3078,0,0,0,0,0,15,1,0,0,0,0,2,0,4,16.9918156,46,14,0,0,1,1,1,8,0,22,0,0,9,0,0,0,0.20556624,0,2,1595.863545,0,1,5,10,1,0,0,0.116583943,1.110410764,6,3,0,,,
Twitch 현주 ,Akshan,TRUE,6,5,10,20118,0,9,0,0,0,0,13439,15,166,0,6,6,3643,10753,3643,11616,0,5,0,0,TRUE,17,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,11965,10175,0,MIDDLE,1,2,0,3087,2015,3031,1036,3086,3111,3363,23,2,MIDDLE,525,3,1,759,32465,3783,7552,0,8,0,0,0,0,0,3,3,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 2813, 'var2': 2218, 'var3': 0}, {'perk': 8009, 'var1': 2642, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 15, 'var2': 50, 'var3': 0}, {'perk': 8014, 'var1': 544, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8242, 'var1': 48, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 685, 'var2': 0, 'var3': 0}], 'style': 8400}]}",109508,15956,8830,0,0,0,0,0,0,4418,0,5E4sCz5mWfB3wE_eaFfZqxW3IFnRgdO6uR8cS-S_rYl53D9buKlF-bEb3qkqUX1EfJh42sjTsBxI7w,0,,,SOLO,0,88,33,110,14,0,3,12,4,4,UPOMXHk0Z_bdwbHKgXy-2Y-PyVhat4rvqax6dbyalOW8wg4,398,FALSE,100,MIDDLE,5,1657,2,142907,0,17516,4,3848,0,189,93,101,1,0,933,378,1134,1,5,1,0,0,26,6,4,14,0,245,0,2,0,0,0,1,0,0.618960751,5,728.2791732,0.172078006,0,5,4,0,1,1095.199349,0,0,0,0,0,1,0,0,0,0,1,602.7070289,1,2,1657.520979,0,433.1288506,0,0,0,0,0,0,1,3.2,2,0.533333333,0,1,1,1,0,0,0,0,15,62,0,0,0,1,1,1,0,0,0,0,0,0,3031,0,0,0,0,0,12,1,0,0,0,0,0,0,0,16.9918156,21,62,0,0,1,6,0,2,1,16,0,0,6,0,0,0,0.19567135,0,2,1,1595.863545,0,2,5,10,9,0,0,-0.050689459,0.944214828,4,2,0,,,
dnasojiayin7ox,Ziggs,TRUE,4,3,15,36488,1,9,0,0,0,0,13837,15,115,0,10,8,29382,31267,29382,5764,0,5,0,0,TRUE,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,13196,12535,1,BOTTOM,0,2,0,0,6653,4628,3070,3089,3020,3363,25,1,BOTTOM,0,3,1,683,195447,35301,5555,3,4,0,0,0,0,0,8,4,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2014, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1652, 'var3': 0}, {'perk': 8210, 'var1': 13, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 1029, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",11341,990,7296,0,0,0,0,0,0,5875,0,REw07L0pCFgVr2WWt-E3afF5U_eIi4R4ycusOk08oDTXT3szuP7S3_WCLXrKacuauwGC5AFQEZaclw,0,,,CARRY,0,238,116,71,14,0,3,4,4,12,ynnyYdb0lIkBVT0rZEJOkXSw1hnzcHVlB25p86Tfr4P6FnjF3g8w-n8RYA,225,FALSE,100,BOTTOM,27,1657,4,229529,0,13197,0,1742,0,241,312,100,1,0,22741,196,345,5,7,1,0,0,18,5,1,12,0,439,0,2,0,0,0,0,0,0.699263572,4,1320.829578,0.129646057,0,3,10,0,0,1,0,0,0,30,0,0,0,0,0,1,602.7070289,1,2,1657.520979,0,477.7132693,0,1,5,0,0,0,0,0,6.333333333,0,0.633333333,0,1,2,0,0,1,0,5,12,80,1,0,0,62.40000001,1,2,0,0,0,0,0,0,6653,0,0,0,0,0,14,1,0,0,0,0,0,0,0,16.9918156,53,40,0,0,1,1,4,0,2,0,19,0,0,11,0,0,0,0.354875597,0,2,1595.863545,0,5,7,10,11,0,0,1.3480196,0.67660108,1,1,0,,,
사람 안 믿어,Bard,TRUE,2,3,18,10589,0,1,0,0,0,2,9487,12,432,0,1,12,1532,1532,1532,13350,0,8,0,0,TRUE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8573,7475,0,UTILITY,0,3,0,2055,3190,3853,3107,1028,3111,3364,26,1,BOTTOM,0,2,1,905,12874,7626,8045,0,0,1,0,1,0,0,12,5,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 1924, 'var2': 1236, 'var3': 0}, {'perk': 9111, 'var1': 1367, 'var2': 400, 'var3': 0}, {'perk': 9105, 'var1': 17, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 157, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8429, 'var1': 56, 'var2': 12, 'var3': 12}, {'perk': 8451, 'var1': 149, 'var2': 0, 'var3': 0}], 'style': 8400}]}",3128,2409,9809,0,0,0,0,0,0,23,0,CtUgPp0U5kRWa-zVvZqQ9nBUEYxTXy61iKQGVww6BLcreajxSDlkdVLOM5nki0nG7764TJiCwdtTLg,0,,,SUPPORT,0,60,73,23,7,0,4,14,1,4,amc9qeb53jyavvhwGfybCukxZSvZ4xsVNB0vvrOSfq96tQA,421,FALSE,100,UTILITY,66,1657,0,16555,392,18468,0,8721,2856,24,199,40,7,0,552,552,614,2,7,1,0,0,95,9,17,43,1,163,0,0,0,0,0,0,1,0.827394071,8,383.3307676,0.181427548,0,3,10,0,0,0,3249.472656,0,0,39,0,0,0,0,0,1,1,602.7070289,1,2,1657.520979,0,310.3669004,0,1,8,0,0,0,0,0,6.666666667,1,0.666666667,0,0,1,0,0,1,0,0,9,3,0,0,0,0,1,1,0,0,0,0,0,0,3190,0,0,0,0,0,15,1,0,0,0,0,0,0,0,16.9918156,55,43,0,0,0,34,0,1,0,20,0,0,6,0,0,0,0.10299189,0,2,1595.863545,0,0,7,10,0,0,0,-0.059547544,3.465099821,17,6,1,,,
그랬으면좋겠요,Kennen,FALSE,2,5,2,17786,0,3,0,0,0,0,13103,15,85,0,6,3,1213,1676,1213,14122,0,2,0,0,TRUE,23,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,9894,9600,0,TOP,0,0,3,1083,3152,1026,3020,1082,4645,3364,18,1,TOP,0,2,1,529,84688,14655,6701,0,0,0,1,0,0,0,11,6,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 97, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 231, 'var2': 80, 'var3': 0}, {'perk': 9104, 'var1': 22, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 585, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 811, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 4, 'var2': 0, 'var3': 0}], 'style': 8100}]}",21170,3130,13950,0,0,0,0,0,0,5641,0,QhCUD1Z1Qb-l4s_HESK5ZstwlotCBbVZwGp4R2UjzZQVUCyDwqeeGwZmQPziwiQRw4dG_dfwfqmWZw,0,,,SOLO,0,120,52,103,7,0,4,4,4,12,gPTw-5_94guEtQClAmNO4HVcOFu2BGWcyoid-1i_qg7sWYdkhnE6X59IPg,353,FALSE,200,TOP,22,1657,0,105859,0,20830,0,2434,0,182,60,184,1,0,0,0,177,0,0,11,0,0,17,2,2,7,0,282,0,0,0,0,0,0,0,0.693123041,2,643.8466304,0.16977013,0,5,1,0,0,1259.2195,0,0,0,0,25,0,0,0,0,0,0,0,1,1657.520979,0,358.153131,0,3,0,0,0,0,0,0.8,0,0.266666667,0,0,0,0,0,0,0,0,6,53,0,0,0,35,0,2,0,0,0,0,0,0,3152,0,0,0,0,0,2,1,0,0,0,0,0,0,0,10,30,0,0,0,5,0,0,0,4,0,0,4,0,0,1,0.230929145,0,0,3,0,2,0,0,8,0,0,-0.27795583,0.630000914,2,1,0,,,,,,
no54,Briar,FALSE,4,7,5,12948,1,5,0,0,0,0,11120,13,233,0,14,0,0,18037,0,31986,0,0,0,1,TRUE,8,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,10261,8950,0,JUNGLE,0,0,3,6630,3071,3047,3044,0,0,3340,17,1,JUNGLE,0,2,1,310,8990,1262,11045,0,111,0,1,0,0,0,30,7,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 292, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 662, 'var2': 180, 'var3': 0}, {'perk': 9105, 'var1': 12, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 630, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8429, 'var1': 56, 'var2': 11, 'var3': 10}, {'perk': 8453, 'var1': 2585, 'var2': 262, 'var3': 0}], 'style': 8400}]}",126831,11238,23547,0,0,0,0,0,0,16,0,RDoLuwyJDwp26i-e7WIei1G2HFO0oaXsbwVV_Z2MCsKOHKp3qUA5LCbqQyfqaCZ_7vcjOvsdP24wpw,0,,,NONE,0,56,147,27,7,0,12,11,3,6,h-Ml-aCTFXHYzHe1ypbkgJ_OcoRs5d_BxJNkNJSCvRbpue6DAlvgEibeKQ,130,FALSE,200,JUNGLE,25,1657,78,163435,0,35668,12,30288,0,41,406,161,1,0,27613,447,1075,0,0,11,0,0,27,0,5,9,0,237,0,54,0,0,300,0,0,0,468.725473,0.290699019,0,7,6,0,1,1259.2195,769.7396558,0,0,0,0,33,10,0,0,0,0,0,0,1,1657.520979,371.4432625,0,1,4,1,1,47.20000011,0,0,0,1.285714286,0,0.6,0,0,1,2,0,1,0,0,0,6,0,0,0,3.400000006,0,0,0,-27.30000001,0,0,0,0,6630,0,1,0,0,0,6,1,0,0,0,0,0,0,2,33,12,0,0,1,9,1,4,0,9,0,0,6,0,0,1,0.168118256,0,0,0,0,0,0,1,0,0,-0.104411244,0.994471395,5,4,1,,,,,,
