summonerName,championName,win,kills,deaths,assists,totalDamageDealtToChampions,allInPings,assistMePings,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,placement,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestBaron,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,teleportTakedowns,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,,,,,,
밀리마스,Malphite,FALSE,0,1,2,7964,0,0,0,0,0,0,7003,10,54,0,0,1,1235,1235,1235,14728,0,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4880,4800,0,TOP,0,0,0,1054,3068,3067,3047,0,0,3340,9,0,NONE,0,0,0,619,33887,3603,1285,0,0,0,0,0,0,0,1,6,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 717, 'var2': 520, 'var3': 0}, {'perk': 8446, 'var1': 729, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 868, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 39, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",24387,4360,7167,0,0,0,0,0,0,5912,0,P5xTTvgpKdi1spIqDn3z_09CrEOdg52124UZXiRiICMzmC7qfADTdBMX1jghAa5x_9KABTdp8oAPNw,0,,,SUPPORT,0,4,38,35,3,0,1,12,2,4,NT_J1pxeCdV0-IPh4dVvclW0PT1hqjjaZDH4kTKCyBxgJUs,954,FALSE,200,TOP,5,918,0,61794,0,8828,0,1128,0,112,356,27,1,0,3520,0,375,0,0,2,0,0,6,0,0,5,0,80,0,0,0,0,0,0,0,0,520.1039115,0.187357203,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,918.8115863,0,318.7105556,0,0,0,0,0,0,0,2,0,0.4,0,0,0,0,0,0,0,0,0,73,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,5,0,6,0,2,0,0,2,0,0,0,0.32359049,0,1,0,3,0,0,5,0,0,-0.074417651,0.452501194,0,0,0,,,,,,,,,,
dqhij,Nidalee,FALSE,2,2,1,4860,1,2,0,0,0,0,4809,8,76,0,7,1,81,9997,81,4832,0,0,0,0,TRUE,13,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5,5275,5000,0,JUNGLE,0,0,0,0,4636,0,1082,3158,1103,3364,9,0,NONE,0,0,1,485,46532,3412,4944,0,68,0,0,0,0,0,14,7,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 318, 'var2': 0, 'var3': 0}, {'perk': 8143, 'var1': 105, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 6, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 50, 'var2': 1, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8232, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8200}]}",10667,1325,6367,0,0,0,0,0,0,7,0,oCPf1gaBaYF7dSoXvaFh0prlGiIO9ekFRHNJU8xWA1pxLvwsrYRuihTObeyaclQf2-ZyjjrgiqTuYA,0,,,SUPPORT,0,144,153,102,181,0,1,4,9,11,dYv4ZzQdAu8wVkiDJMhhYNTbQ66mIyKjLPmk67aentablc8hOUMahRGtNw,44,FALSE,200,JUNGLE,2,918,37,77954,0,11401,16,7097,531,9,91,39,3,0,20754,122,89,0,0,2,0,0,7,0,0,2,0,580,0,31,0,0,0,2,0,0,317.3721568,0.241965707,0,2,0,0,0,0,531.7006836,0,0,0,4,0,0,0,0,0,0,0,918.8115863,344.4846251,0,0,2,1,52.40000007,0,0,0,1.5,1,0.6,0,0,0,2,0,1,0,0,7,2,0,0,0,4,0,1,0,-37.00000009,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,8,12,0,0,1,2,0,2,0,3,0,0,3,0,0,0,0.197457872,0,1,0,2,0,0,0,0,0,-0.582222819,0.500832255,0,0,0,,,,,,,,,,
헌트 미드,Jayce,FALSE,0,5,0,4821,0,1,0,0,0,0,6326,10,126,0,1,0,0,0,0,5188,0,0,0,0,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4314,4100,0,MIDDLE,0,0,0,6691,2031,3070,1033,0,2422,3340,10,0,NONE,0,0,0,290,4123,684,6630,0,0,0,0,0,0,0,2,8,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 6, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 284, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 279, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 12, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",43011,4137,2182,0,0,0,0,0,0,907,0,XyU6Zi5MPRGV8GeCCsd6fQSMpJBbGrmnG6yPZtMUxoUE3pCEiz8HPgNT0sDwMzINebRFj9v-SN3xYw,0,,,SUPPORT,0,55,27,27,52,0,2,4,2,12,h_83lBSVePOE3F0m7C1FJQoC5jkRtWMgY7RpjIi_4LtFaAZGJHWSRCVQpw,48,FALSE,200,MIDDLE,4,918,0,49854,0,8987,0,3,0,109,56,111,1,0,2720,0,174,0,0,2,0,0,3,0,0,2,0,161,0,0,0,0,0,0,0,0,314.861005,0.190743163,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,918.8115863,0,281.7373006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.195895521,0,1,0,0,0,0,5,0,0,-0.628106475,0.240496135,0,0,0,,,,,,,,,,
King Gray,Kaisa,FALSE,3,3,0,4807,0,4,0,0,0,0,4828,8,145,0,8,1,0,0,0,2774,0,0,0,0,TRUE,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5384,4700,0,BOTTOM,0,0,0,1055,3179,3134,3006,0,0,3340,9,1,NONE,0,2,1,516,3925,1239,3531,0,0,0,0,0,0,0,11,9,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 24, 'var2': 80, 'var3': 0}, {'perk': 8139, 'var1': 294, 'var2': 0, 'var3': 0}, {'perk': 8136, 'var1': 4, 'var2': 8, 'var3': 0}, {'perk': 8106, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}], 'style': 8300}]}",28825,3567,3541,0,0,0,0,0,0,29,0,mmzbRd0P7n8Al4mnAJ2iSsi76C519QedRpbFmcbloF-jGbpTc_gTzxtl2JvUPDEEO9u4Lp6VZABJ1g,0,,,SUPPORT,0,28,18,14,3,0,1,4,2,1,vtzyryMMQE33H2XrB_PkGBZzQb9D-UMW5Ne3aNszkh8fVB3XzQPTN9KOiw,42,FALSE,200,BOTTOM,0,918,0,34296,0,7232,0,467,0,101,0,64,1,0,1545,0,159,0,0,2,0,0,17,0,4,9,0,63,0,0,0,0,300,0,0,0,313.9103034,0.153489963,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918.8115863,0,351.6101679,0,1,0,0,0,0,0,0,1,2,0.6,0,0,1,0,0,1,0,0,3,66,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,38,5,0,0,0,5,0,2,0,3,0,0,3,0,0,0,0.195304028,0,1,0,0,0,0,3,0,0,0.747718573,1.114504598,4,4,0,,,,,,,,,
dnasojiayin7ox,Alistar,FALSE,0,6,3,2159,0,1,0,0,0,0,3680,7,12,0,13,6,0,0,0,7722,0,3,0,0,TRUE,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3147,3100,0,UTILITY,0,0,0,2055,0,3859,3111,1029,1011,3364,14,0,NONE,0,0,0,318,5544,1380,5325,0,0,0,0,0,0,0,6,10,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 43, 'var2': 274, 'var3': 0}, {'perk': 8306, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 77, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 14, 'var2': 0, 'var3': 0}, {'perk': 8234, 'var1': 3749, 'var2': 0, 'var3': 0}], 'style': 8200}]}",1476,551,5262,0,0,0,0,0,0,5875,1,REw07L0pCFgVr2WWt-E3afF5U_eIi4R4ycusOk08oDTXT3szuP7S3_WCLXrKacuauwGC5AFQEZaclw,0,,,SUPPORT,0,16,11,17,1,0,12,4,2,14,ynnyYdb0lIkBVT0rZEJOkXSw1hnzcHVlB25p86Tfr4P6FnjF3g8w-n8RYA,225,FALSE,200,UTILITY,20,918,0,10484,0,10669,0,1164,377,15,142,87,2,0,3463,228,81,0,0,2,0,0,11,4,1,4,0,45,0,0,0,0,0,0,0,0.60208202,3,141.0430965,0.226443964,0,6,7,0,0,0,377.1533203,0,0,31,0,0,0,0,0,0,0,0,918.8115863,0,205.565031,0,3,0,0,0,0,0,0.5,1,0.6,0,0,0,0,0,0,0,3,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,40,0,0,0,0,1,0,8,0,3,0,0,3,0,0,0,0.087752089,0,1,0,0,0,0,0,0,0,-0.505300462,0.72156418,1,1,0,,,,,,,,,
딸기따르트으,KSante,FALSE,2,1,0,13466,0,0,0,0,0,0,10887,13,897,0,2,3,73,1785,73,19004,0,1,0,0,TRUE,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7786,7425,0,TOP,0,0,0,6662,1054,0,3075,0,3047,3364,16,1,TOP,28,2,1,1207,2905,1317,3821,0,0,0,0,0,0,0,4,1,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 995, 'var2': 578, 'var3': 0}, {'perk': 8401, 'var1': 261, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1056, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 186, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",89218,11412,10690,0,0,0,0,0,0,5871,0,U1hbYulswJ0RSUpTlgGT14M-88YKb3QwO12Og7dqbbYhADFXcfI2s9NZxDjgQad_l7sdxyW3hUUxNA,0,,,SOLO,0,169,20,50,6,0,4,12,2,4,mkEfGIzVT7RA6oXxVOD5_z9NAGXcTJmtclvAcsAsrk203qQ8oMICNu-XUA,327,FALSE,100,TOP,31,1259,0,93677,348,14764,0,3259,0,183,2197,41,1,0,1553,736,252,0,0,4,0,0,13,1,3,4,0,245,0,0,0,0,300,0,0,0.052822354,1,641.5883553,0.197428872,0,1,0,0,0,0,348.2736511,0,0,51,0,0,0,0,0,0,0,0,1259.344919,0,370.9718185,0,1,2,0,0,0,0,0,2,0,0.2,0,0,0,0,0,0,0,0,0,89,0,0,0,6,0,1,0,0,0,0,0,0,6662,0,0,0,0,0,2,1,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0.280011828,0,2,0,0,0,0,8,0,0,-0.118433833,0.657309992,3,3,0,,,,,,,
무인의섬,Shaco,FALSE,1,3,4,7242,0,9,0,0,0,0,7299,10,35,0,17,5,0,14325,0,12092,0,3,0,0,TRUE,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,6707,6450,5,JUNGLE,0,0,0,3158,1031,0,2055,6660,3084,3364,17,0,JUNGLE,0,0,1,764,42546,3381,5061,0,96,0,0,0,0,0,24,2,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 130, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 238, 'var2': 100, 'var3': 0}, {'perk': 9104, 'var1': 14, 'var2': 50, 'var3': 0}, {'perk': 8014, 'var1': 149, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8410, 'var1': 77, 'var2': 0, 'var3': 0}], 'style': 8300}]}",33524,3453,19445,0,0,0,0,0,0,5450,0,8VWpqnRkgkHqWS0ZDU1QsFhrjggGIg2ch7mfVAvGjqH7VuX-qPFexsw7eMWkzerGVkP7hbjA-KS4RQ,0,,,NONE,0,59,61,57,37,0,5,6,13,11,_vjvGxKYSqVWZ2PBW27lmBGEjvBJKZrT8hWW91VNUbQiWWCUawha1eyS1A,57,FALSE,100,JUNGLE,21,1259,74,108747,0,24660,4,10007,0,19,570,91,1,0,32676,406,153,0,0,4,0,0,21,4,4,5,0,214,0,45,0,0,0,1,0,0.27738222,3,345.0571176,0.329766793,0,3,2,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,1259.344919,319.5925438,0,2,3,1,48.00000003,0,0,0,1.666666667,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,4.00000003,0,1,0,-47.70000014,0,0,0,0,3084,0,0,0,0,0,5,1,0,0,0,0,2,0,1,12,0,0,0,0,2,0,4,0,5,0,0,4,0,0,0,0.150595118,0,2,0,0,0,0,0,0,0,-0.219528615,1.016080969,4,3,0,,,,,,,,
LunaLina,Orianna,FALSE,1,2,0,10569,0,0,0,0,0,0,10123,13,61,0,4,3,326,2206,326,7058,0,1,0,0,TRUE,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,7403,6735,0,MIDDLE,0,0,0,4644,1058,1028,1056,3070,3020,3363,16,0,MIDDLE,0,0,1,1004,76711,9773,4234,0,0,0,0,0,0,0,8,3,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8230, 'var1': 12, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1146, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 428, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",13698,795,7224,0,0,0,0,0,0,4655,0,eTZr0uEdackJuJkQEToB3w-2LvSKFFMDVombJmhQ52pnJ7ZEQB9UOaIdjieuKT6rISNj0vauW4peAg,0,,,SOLO,0,127,78,36,4,0,2,12,2,4,8Z253XljrrQfK8VOKnYFUldqzps9zj13p38tlM_JReGSPdk,765,FALSE,100,MIDDLE,19,1259,0,92119,214,11768,0,615,0,192,249,38,1,0,1710,0,309,0,0,4,0,0,17,1,4,7,0,245,0,0,0,0,0,0,0,0.734848408,1,503.5528621,0.157372777,0,2,0,0,0,0,214.8500061,0,0,10,0,0,0,0,0,0,0,0,1259.344919,0,352.7401252,0,0,0,0,0,0,0,0.5,0,0.1,0,0,1,0,0,0,0,1,14,86,0,0,0,14,0,1,0,0,0,0,0,0,4644,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,39,0,0,1,5,0,2,0,1,0,0,1,0,0,0,0.219768262,0,2,0,1,0,0,9,0,0,-0.258694828,0.834837847,4,4,0,,,,,,,,
꼬마딩구리,Nautilus,FALSE,2,5,4,4792,1,0,0,0,0,0,5222,9,111,0,8,13,0,0,0,12977,0,9,1,0,TRUE,3,12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,8,5299,5025,0,UTILITY,0,0,0,2055,3117,3860,6667,0,0,3364,23,1,BOTTOM,0,2,2,409,5890,3136,5427,0,0,0,0,0,0,0,10,4,0,"{'statPerks': {'defense': 5002, 'flex': 5003, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 292, 'var2': 1228, 'var3': 0}, {'perk': 8463, 'var1': 684, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 548, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 62, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 558, 'var2': 0, 'var3': 0}], 'style': 8300}]}",4861,1398,6561,0,0,0,0,0,0,5414,0,CNbB0MQgPiDAhu5op0wcpEVQEnQFB8dfo-hwv7Pk0bJ9U6Ipoo9UiXMWo_udL0NvemtE4EHR95llSg,0,,,SUPPORT,0,44,17,26,3,0,3,4,2,14,AvuYsbPdptAj0LTKoQffWiqU2CHUenmQvfvcEBdH5kX6JKg,365,FALSE,100,UTILITY,33,1259,0,18159,0,12533,0,1757,517,29,153,90,3,0,7406,258,544,0,0,4,0,0,45,11,5,23,0,90,0,0,0,0,0,0,0,0.463157862,9,228.3344862,0.167595741,0,5,2,0,0,0,517.2597656,0,0,52,0,0,0,0,0,0,0,0,1259.344919,0,252.4901578,0,5,0,0,0,0,0,1.2,2,0.6,0,0,0,0,0,1,0,4,6,10,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,18,13,0,0,0,14,0,6,0,6,0,0,6,0,0,0,0.099653238,0,2,0,0,0,0,0,0,0,-0.043582559,2.188729304,5,5,1,,,,,,,,,,
pjpjpjpjpj1,Varus,FALSE,4,5,2,12021,0,9,0,0,0,0,7505,11,110,0,9,2,979,6133,979,5583,0,0,0,0,TRUE,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,16,8489,8000,0,BOTTOM,0,0,0,6672,3124,3006,1055,0,0,3363,13,2,BOTTOM,291,2,1,413,9391,3046,2274,0,1,0,0,0,0,0,15,5,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 39, 'var2': 6, 'var3': 0}, {'perk': 9111, 'var1': 249, 'var2': 120, 'var3': 0}, {'perk': 9104, 'var1': 13, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 401, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 507, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 120, 'var2': 2, 'var3': 0}], 'style': 8100}]}",72003,8974,8644,0,0,0,0,0,0,22,0,ZV0oRpVqqBodYWIK0zwNfMs8cbuNmfrN_uoL13Vldtfrepv8i-GtPHKSYADk8s8ZnTJutPGvV7vAPA,0,,,CARRY,0,27,10,20,4,0,2,4,3,6,ogk1UJfs1G-T2eYYmfxnED_tpPAIEKfdODDyPN-_HNqpJtQ,795,FALSE,100,BOTTOM,15,1259,1,82819,0,11055,0,1780,0,165,108,123,1,0,1425,0,136,0,0,4,0,0,17,0,6,6,0,61,0,3,0,0,0,0,0,0,572.7573687,0.147835816,0,5,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1259.344919,0,404.466702,0,1,0,0,0,0,0,0,1.2,2,0.6,0,0,1,0,0,0,0,0,13,67,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,15,36,0,0,1,5,0,2,0,6,0,0,6,0,0,0,0.249971554,0,2,0,2,0,0,7,0,0,-0.067807734,0.845044108,6,6,0,,,,,,,,,,
KANED,Renekton,TRUE,3,2,3,14696,1,0,0,0,0,0,12344,14,58,0,15,5,3638,10598,3638,16034,0,3,0,0,TRUE,14,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,7,9599,8875,0,TOP,0,0,0,3071,6630,0,1036,3047,1028,3364,21,1,MIDDLE,0,3,1,554,6064,2556,4380,0,4,0,0,0,0,0,19,6,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 863, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 708, 'var2': 120, 'var3': 0}, {'perk': 9105, 'var1': 17, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 683, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8446, 'var1': 1607, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 813, 'var2': 0, 'var3': 0}], 'style': 8400}]}",122127,12140,15243,0,0,0,0,0,0,4075,0,9dpILWlyIzviUonlMLzerSPBJEsNKCexfh0pWU2jRPkCD7JBpoZApcsqGABpa4pmWbByJo8dCKzp2w,0,,,DUO,0,84,16,75,6,0,3,12,2,4,3duIPXYjlIFo-GcGyRznqfgcmXftgG5UK1je0CbZWyGb46nE14QivvwjyA,217,FALSE,200,TOP,11,1259,0,132007,0,20444,0,9408,0,200,30,68,1,0,3815,0,821,1,1,0,0,0,15,4,0,8,0,181,0,0,1,0,0,0,0,0.289136087,3,700.2020227,0.323026016,0,2,0,0,0,1248.202505,0,0,0,0,9,0,0,0,0,0,1,977.1004251,0,0,1259.344919,0,457.3734402,0,3,0,0,4,0,0,3,0,0.375,0,1,0,0,0,0,0,0,0,88,0,0,0,31,4,1,0,0,0,0,0,0,6630,0,2,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,8,1,6,0,0,1,0,0,1,0.262031883,0,0,1,0,2,1,0,9,0,0,0.134344816,0.74561619,0,0,0,,,,
