danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,url,track_href,analysis_url,duration_ms,time_signature,uri
0.78,0.683,0,-5.319,1,0.0575,0.0801,0,0.22,0.608,100.049,audio_features,61AZsmFB3VoJdmraMk5ZSn,,https://api.spotify.com/v1/tracks/61AZsmFB3VoJdmraMk5ZSn,https://api.spotify.com/v1/audio-analysis/61AZsmFB3VoJdmraMk5ZSn,175776,4,spotify:track:61AZsmFB3VoJdmraMk5ZSn
0.869,0.675,7,-3.685,0,0.0473,0.0549,8.55E-06,0.131,0.896,115.003,audio_features,3v8hC61VqQ95xwBiLg1JPg,,https://api.spotify.com/v1/tracks/3v8hC61VqQ95xwBiLg1JPg,https://api.spotify.com/v1/audio-analysis/3v8hC61VqQ95xwBiLg1JPg,148753,4,spotify:track:3v8hC61VqQ95xwBiLg1JPg
0.814,0.641,6,-5.957,0,0.111,0.027,0,0.0993,0.183,133.854,audio_features,5702raF31K9rvD6KZ6sCTo,,https://api.spotify.com/v1/tracks/5702raF31K9rvD6KZ6sCTo,https://api.spotify.com/v1/audio-analysis/5702raF31K9rvD6KZ6sCTo,185507,4,spotify:track:5702raF31K9rvD6KZ6sCTo
0.487,0.346,10,-8.82,1,0.043,0.578,0,0.111,0.193,104.975,audio_features,11YovYUVkZdLyOFncbecWL,,https://api.spotify.com/v1/tracks/11YovYUVkZdLyOFncbecWL,https://api.spotify.com/v1/audio-analysis/11YovYUVkZdLyOFncbecWL,192412,4,spotify:track:11YovYUVkZdLyOFncbecWL
0.792,0.826,2,-6.004,0,0.142,0.0807,0,0.0694,0.555,120.004,audio_features,79yymC6QQaZ81jR2UYcPfy,,https://api.spotify.com/v1/tracks/79yymC6QQaZ81jR2UYcPfy,https://api.spotify.com/v1/audio-analysis/79yymC6QQaZ81jR2UYcPfy,197667,4,spotify:track:79yymC6QQaZ81jR2UYcPfy
0.591,0.92,5,-3.699,1,0.185,0.0524,0,0.0467,0.545,165.087,audio_features,38MKW2tQHtyO8djIOKlEFF,,https://api.spotify.com/v1/tracks/38MKW2tQHtyO8djIOKlEFF,https://api.spotify.com/v1/audio-analysis/38MKW2tQHtyO8djIOKlEFF,162787,4,spotify:track:38MKW2tQHtyO8djIOKlEFF
0.732,0.79,6,-3.52,1,0.078,0.0529,1.76E-06,0.344,0.568,152.022,audio_features,4Pp6Ql9wV7A6VqHrmjMFv4,,https://api.spotify.com/v1/tracks/4Pp6Ql9wV7A6VqHrmjMFv4,https://api.spotify.com/v1/audio-analysis/4Pp6Ql9wV7A6VqHrmjMFv4,160773,4,spotify:track:4Pp6Ql9wV7A6VqHrmjMFv4
0.739,0.865,9,-2.847,0,0.0872,0.149,0,0.124,0.707,127.995,audio_features,0HdcJkzhhhzID0nXEpIVgH,,https://api.spotify.com/v1/tracks/0HdcJkzhhhzID0nXEpIVgH,https://api.spotify.com/v1/audio-analysis/0HdcJkzhhhzID0nXEpIVgH,183547,4,spotify:track:0HdcJkzhhhzID0nXEpIVgH
0.578,0.773,7,-3.424,0,0.141,0.261,0,0.126,0.736,145.817,audio_features,3uzUBVCNTdVnmJMumFA4Ce,,https://api.spotify.com/v1/tracks/3uzUBVCNTdVnmJMumFA4Ce,https://api.spotify.com/v1/audio-analysis/3uzUBVCNTdVnmJMumFA4Ce,165987,4,spotify:track:3uzUBVCNTdVnmJMumFA4Ce
0.643,0.609,1,-4.959,1,0.0813,0.00527,0,0.224,0.433,135.072,audio_features,6wGh0YsTJgonptwfPBnScC,,https://api.spotify.com/v1/tracks/6wGh0YsTJgonptwfPBnScC,https://api.spotify.com/v1/audio-analysis/6wGh0YsTJgonptwfPBnScC,173920,4,spotify:track:6wGh0YsTJgonptwfPBnScC
0.832,0.965,9,-2.613,0,0.0468,0.0967,0,0.223,0.665,110,audio_features,6dyXogYZZ45wBgRY1Wq3P1,,https://api.spotify.com/v1/tracks/6dyXogYZZ45wBgRY1Wq3P1,https://api.spotify.com/v1/audio-analysis/6dyXogYZZ45wBgRY1Wq3P1,186000,4,spotify:track:6dyXogYZZ45wBgRY1Wq3P1
0.782,0.533,10,-7.677,0,0.263,0.369,0,0.111,0.215,84.985,audio_features,5qyjy0xfsHNzWxvXkHVB85,,https://api.spotify.com/v1/tracks/5qyjy0xfsHNzWxvXkHVB85,https://api.spotify.com/v1/audio-analysis/5qyjy0xfsHNzWxvXkHVB85,62790,4,spotify:track:5qyjy0xfsHNzWxvXkHVB85
0.734,0.808,4,-3.134,0,0.0472,0.0231,0,0.279,0.387,127.02,audio_features,7LQvpgaadSh74HzYAjOisA,,https://api.spotify.com/v1/tracks/7LQvpgaadSh74HzYAjOisA,https://api.spotify.com/v1/audio-analysis/7LQvpgaadSh74HzYAjOisA,171680,4,spotify:track:7LQvpgaadSh74HzYAjOisA
0.767,0.745,10,-5.338,1,0.0449,0.101,0,0.192,0.842,107.984,audio_features,6TNx6kHZeVDByUNMVxkAfa,,https://api.spotify.com/v1/tracks/6TNx6kHZeVDByUNMVxkAfa,https://api.spotify.com/v1/audio-analysis/6TNx6kHZeVDByUNMVxkAfa,188733,4,spotify:track:6TNx6kHZeVDByUNMVxkAfa
0.816,0.842,9,-3.975,0,0.127,0.0675,0,0.127,0.817,111.997,audio_features,2pNxufMWgPp8I7m6zPChq6,,https://api.spotify.com/v1/tracks/2pNxufMWgPp8I7m6zPChq6,https://api.spotify.com/v1/audio-analysis/2pNxufMWgPp8I7m6zPChq6,185720,4,spotify:track:2pNxufMWgPp8I7m6zPChq6
0.609,0.869,3,-3.419,1,0.0567,0.166,0,0.224,0.338,124.904,audio_features,7CHDUDw89DCR8vvI0yTXGa,,https://api.spotify.com/v1/tracks/7CHDUDw89DCR8vvI0yTXGa,https://api.spotify.com/v1/audio-analysis/7CHDUDw89DCR8vvI0yTXGa,232453,4,spotify:track:7CHDUDw89DCR8vvI0yTXGa
0.665,0.848,0,-3.619,1,0.0708,0.000482,0,0.2,0.687,119.986,audio_features,4IJsVXbSeGPUrgwpVoHmlg,,https://api.spotify.com/v1/tracks/4IJsVXbSeGPUrgwpVoHmlg,https://api.spotify.com/v1/audio-analysis/4IJsVXbSeGPUrgwpVoHmlg,178156,4,spotify:track:4IJsVXbSeGPUrgwpVoHmlg
0.739,0.696,8,-4.389,1,0.041,0.31,0,0.113,0.405,121.987,audio_features,2zoLJs2jC0uiy59KJAWL2h,,https://api.spotify.com/v1/tracks/2zoLJs2jC0uiy59KJAWL2h,https://api.spotify.com/v1/audio-analysis/2zoLJs2jC0uiy59KJAWL2h,158068,4,spotify:track:2zoLJs2jC0uiy59KJAWL2h
0.707,0.83,9,-5.331,0,0.0642,0.171,0,0.176,0.758,128.106,audio_features,0h3dJV8JA5oxPzSF4tkz2t,,https://api.spotify.com/v1/tracks/0h3dJV8JA5oxPzSF4tkz2t,https://api.spotify.com/v1/audio-analysis/0h3dJV8JA5oxPzSF4tkz2t,203547,4,spotify:track:0h3dJV8JA5oxPzSF4tkz2t
0.554,0.716,2,-4.159,1,0.0549,0.494,0,0.0683,0.432,170.049,audio_features,2UBHMxFRoaDuHGGIjpd3dJ,,https://api.spotify.com/v1/tracks/2UBHMxFRoaDuHGGIjpd3dJ,https://api.spotify.com/v1/audio-analysis/2UBHMxFRoaDuHGGIjpd3dJ,223893,4,spotify:track:2UBHMxFRoaDuHGGIjpd3dJ
0.848,0.866,9,-1.368,1,0.0796,0.273,0,0.0513,0.829,118.023,audio_features,1mdtLny0zugh89vokWGG80,,https://api.spotify.com/v1/tracks/1mdtLny0zugh89vokWGG80,https://api.spotify.com/v1/audio-analysis/1mdtLny0zugh89vokWGG80,198693,4,spotify:track:1mdtLny0zugh89vokWGG80
0.872,0.813,7,-5.215,1,0.102,0.0292,0.000169,0.211,0.665,128.022,audio_features,3horUXBBgEyTEAxfeT9c0P,,https://api.spotify.com/v1/tracks/3horUXBBgEyTEAxfeT9c0P,https://api.spotify.com/v1/audio-analysis/3horUXBBgEyTEAxfeT9c0P,171240,4,spotify:track:3horUXBBgEyTEAxfeT9c0P
0.583,0.881,5,-3.74,1,0.0327,0.0226,0,0.522,0.359,123.063,audio_features,6D90VTeGEWYX5AkAtjHZh1,,https://api.spotify.com/v1/tracks/6D90VTeGEWYX5AkAtjHZh1,https://api.spotify.com/v1/audio-analysis/6D90VTeGEWYX5AkAtjHZh1,180719,4,spotify:track:6D90VTeGEWYX5AkAtjHZh1
0.566,0.872,7,-3.448,1,0.132,0.0192,0,0.0621,0.203,149.949,audio_features,32Ao6xLLir3dPOhQGvqgSB,,https://api.spotify.com/v1/tracks/32Ao6xLLir3dPOhQGvqgSB,https://api.spotify.com/v1/audio-analysis/32Ao6xLLir3dPOhQGvqgSB,220573,4,spotify:track:32Ao6xLLir3dPOhQGvqgSB
0.548,0.474,2,-5.992,1,0.0333,0.556,0,0.13,0.214,143.662,audio_features,6soeHzqsg3Q2ugz21bnFR9,,https://api.spotify.com/v1/tracks/6soeHzqsg3Q2ugz21bnFR9,https://api.spotify.com/v1/audio-analysis/6soeHzqsg3Q2ugz21bnFR9,209507,3,spotify:track:6soeHzqsg3Q2ugz21bnFR9
0.736,0.685,5,-4.762,1,0.0604,0.0849,0,0.0955,0.857,80.022,audio_features,3tgWMPOY4stCdKYj5NjrAe,,https://api.spotify.com/v1/tracks/3tgWMPOY4stCdKYj5NjrAe,https://api.spotify.com/v1/audio-analysis/3tgWMPOY4stCdKYj5NjrAe,202280,4,spotify:track:3tgWMPOY4stCdKYj5NjrAe
0.757,0.91,7,-3.953,1,0.0524,0.105,0,0.387,0.686,119.04,audio_features,4kSDi21MeOoSvpZs6MveI9,,https://api.spotify.com/v1/tracks/4kSDi21MeOoSvpZs6MveI9,https://api.spotify.com/v1/audio-analysis/4kSDi21MeOoSvpZs6MveI9,189773,4,spotify:track:4kSDi21MeOoSvpZs6MveI9
0.774,0.669,6,-3.693,1,0.0313,0.516,0,0.0918,0.617,94.982,audio_features,0joaMfmFVNsqTSGgX767KN,,https://api.spotify.com/v1/tracks/0joaMfmFVNsqTSGgX767KN,https://api.spotify.com/v1/audio-analysis/0joaMfmFVNsqTSGgX767KN,196773,4,spotify:track:0joaMfmFVNsqTSGgX767KN
0.604,0.763,2,-5.22,0,0.0505,0.0899,6.82E-06,0.129,0.198,122.018,audio_features,5tDxLjAnkojfnXnjOk6mvh,,https://api.spotify.com/v1/tracks/5tDxLjAnkojfnXnjOk6mvh,https://api.spotify.com/v1/audio-analysis/5tDxLjAnkojfnXnjOk6mvh,210396,4,spotify:track:5tDxLjAnkojfnXnjOk6mvh
0.793,0.672,2,-5.196,1,0.061,0.0343,0,0.1,0.573,121.004,audio_features,4vTXBC7QOjEbi8DcJvCNE2,,https://api.spotify.com/v1/tracks/4vTXBC7QOjEbi8DcJvCNE2,https://api.spotify.com/v1/audio-analysis/4vTXBC7QOjEbi8DcJvCNE2,163280,4,spotify:track:4vTXBC7QOjEbi8DcJvCNE2
0.504,0.741,8,-7.47,1,0.0421,0.0531,4.47E-06,0.343,0.486,84.046,audio_features,0iLyNDLTsBkqB8SLAzNGxF,,https://api.spotify.com/v1/tracks/0iLyNDLTsBkqB8SLAzNGxF,https://api.spotify.com/v1/audio-analysis/0iLyNDLTsBkqB8SLAzNGxF,151670,3,spotify:track:0iLyNDLTsBkqB8SLAzNGxF
0.347,0.821,4,-2.78,1,0.118,0.326,0,0.359,0.371,185.959,audio_features,52qof5uEYA0TV0EpR7jNxs,,https://api.spotify.com/v1/tracks/52qof5uEYA0TV0EpR7jNxs,https://api.spotify.com/v1/audio-analysis/52qof5uEYA0TV0EpR7jNxs,203307,4,spotify:track:52qof5uEYA0TV0EpR7jNxs
0.769,0.781,0,-3.557,1,0.0823,0.539,0,0.445,0.6,97.99,audio_features,6iYfUvWNdKulAgX2TOhk5u,,https://api.spotify.com/v1/tracks/6iYfUvWNdKulAgX2TOhk5u,https://api.spotify.com/v1/audio-analysis/6iYfUvWNdKulAgX2TOhk5u,202160,4,spotify:track:6iYfUvWNdKulAgX2TOhk5u
0.757,0.898,11,-1.247,0,0.0667,0.0138,0,0.0703,0.842,114.949,audio_features,3gtlthEgyulDfT8dWdKsnv,,https://api.spotify.com/v1/tracks/3gtlthEgyulDfT8dWdKsnv,https://api.spotify.com/v1/audio-analysis/3gtlthEgyulDfT8dWdKsnv,197040,4,spotify:track:3gtlthEgyulDfT8dWdKsnv
0.416,0.79,2,-3.819,1,0.239,0.0299,1.41E-06,0.11,0.707,170.579,audio_features,5q288Nbf39kqh2HtI2H2op,,https://api.spotify.com/v1/tracks/5q288Nbf39kqh2HtI2H2op,https://api.spotify.com/v1/audio-analysis/5q288Nbf39kqh2HtI2H2op,176760,5,spotify:track:5q288Nbf39kqh2HtI2H2op
0.752,0.764,6,-4.402,0,0.331,0.693,0,0.103,0.744,102.008,audio_features,78aELoNP2X3DC3rjHEVLPy,,https://api.spotify.com/v1/tracks/78aELoNP2X3DC3rjHEVLPy,https://api.spotify.com/v1/audio-analysis/78aELoNP2X3DC3rjHEVLPy,118797,4,spotify:track:78aELoNP2X3DC3rjHEVLPy
0.595,0.835,1,-3.226,0,0.0406,0.0518,0,0.476,0.563,130.033,audio_features,20Ahyv93KKjMuDHAVy2yjr,,https://api.spotify.com/v1/tracks/20Ahyv93KKjMuDHAVy2yjr,https://api.spotify.com/v1/audio-analysis/20Ahyv93KKjMuDHAVy2yjr,224969,4,spotify:track:20Ahyv93KKjMuDHAVy2yjr
0.773,0.879,8,-3.623,1,0.0391,0.162,0,0.0897,0.839,114.949,audio_features,74cpuIw43kA8xPgbQEPdss,,https://api.spotify.com/v1/tracks/74cpuIw43kA8xPgbQEPdss,https://api.spotify.com/v1/audio-analysis/74cpuIw43kA8xPgbQEPdss,195512,4,spotify:track:74cpuIw43kA8xPgbQEPdss
0.753,0.717,7,-4.672,1,0.0593,0.0267,0,0.271,0.948,157.976,audio_features,6DSGb5CmwHX4pvclq8HUU1,,https://api.spotify.com/v1/tracks/6DSGb5CmwHX4pvclq8HUU1,https://api.spotify.com/v1/audio-analysis/6DSGb5CmwHX4pvclq8HUU1,184824,4,spotify:track:6DSGb5CmwHX4pvclq8HUU1
0.753,0.845,8,-2.751,0,0.121,0.00629,0,0.317,0.413,90.002,audio_features,2KwOuFfwQyT9mZqjvchd81,,https://api.spotify.com/v1/tracks/2KwOuFfwQyT9mZqjvchd81,https://api.spotify.com/v1/audio-analysis/2KwOuFfwQyT9mZqjvchd81,221493,4,spotify:track:2KwOuFfwQyT9mZqjvchd81
0.775,0.798,9,-4.618,0,0.158,0.043,0,0.0507,0.327,99.997,audio_features,3UQw1V8gM5YihFDcnjNkWN,,https://api.spotify.com/v1/tracks/3UQw1V8gM5YihFDcnjNkWN,https://api.spotify.com/v1/audio-analysis/3UQw1V8gM5YihFDcnjNkWN,179000,4,spotify:track:3UQw1V8gM5YihFDcnjNkWN
0.833,0.555,8,-5.18,1,0.0566,0.0354,0,0.113,0.731,120.006,audio_features,6tAPw1Rtt3SGEOm6ohYi8l,,https://api.spotify.com/v1/tracks/6tAPw1Rtt3SGEOm6ohYi8l,https://api.spotify.com/v1/audio-analysis/6tAPw1Rtt3SGEOm6ohYi8l,195133,4,spotify:track:6tAPw1Rtt3SGEOm6ohYi8l
0.671,0.667,11,-4.63,0,0.0518,0.18,0,0.202,0.396,93.043,audio_features,2XVtXrEu5C8V38u22Xt2Yy,,https://api.spotify.com/v1/tracks/2XVtXrEu5C8V38u22Xt2Yy,https://api.spotify.com/v1/audio-analysis/2XVtXrEu5C8V38u22Xt2Yy,212720,4,spotify:track:2XVtXrEu5C8V38u22Xt2Yy
0.793,0.768,1,-1.909,1,0.0499,0.0328,0,0.121,0.802,129.944,audio_features,1Xnha5ko8j7yY8O3ATe0Vs,,https://api.spotify.com/v1/tracks/1Xnha5ko8j7yY8O3ATe0Vs,https://api.spotify.com/v1/audio-analysis/1Xnha5ko8j7yY8O3ATe0Vs,180627,4,spotify:track:1Xnha5ko8j7yY8O3ATe0Vs
0.716,0.779,9,-3.735,0,0.0589,0.0106,0,0.0266,0.442,119.932,audio_features,05RlBHEZg1RmL9DnPgv9Qq,,https://api.spotify.com/v1/tracks/05RlBHEZg1RmL9DnPgv9Qq,https://api.spotify.com/v1/audio-analysis/05RlBHEZg1RmL9DnPgv9Qq,198233,4,spotify:track:05RlBHEZg1RmL9DnPgv9Qq
0.725,0.863,9,-3.973,1,0.0514,0.102,0,0.13,0.691,119.018,audio_features,1PeBPKbOCc370rnLKploBL,,https://api.spotify.com/v1/tracks/1PeBPKbOCc370rnLKploBL,https://api.spotify.com/v1/audio-analysis/1PeBPKbOCc370rnLKploBL,163813,4,spotify:track:1PeBPKbOCc370rnLKploBL
0.665,0.936,10,-2.306,1,0.19,0.186,0.000588,0.415,0.569,120.925,audio_features,3OQWohbPUsvbXaH1AiRazX,,https://api.spotify.com/v1/tracks/3OQWohbPUsvbXaH1AiRazX,https://api.spotify.com/v1/audio-analysis/3OQWohbPUsvbXaH1AiRazX,189373,4,spotify:track:3OQWohbPUsvbXaH1AiRazX
0.515,0.926,9,-3.769,1,0.155,0.00506,0,0.312,0.595,160.09,audio_features,1CwzGOJqmATtWE8H00MEIL,,https://api.spotify.com/v1/tracks/1CwzGOJqmATtWE8H00MEIL,https://api.spotify.com/v1/audio-analysis/1CwzGOJqmATtWE8H00MEIL,195484,4,spotify:track:1CwzGOJqmATtWE8H00MEIL
0.654,0.933,10,-3.379,0,0.0479,0.101,0,0.459,0.803,149.95,audio_features,4gKhh8GQfRprLBBPc5um6Q,,https://api.spotify.com/v1/tracks/4gKhh8GQfRprLBBPc5um6Q,https://api.spotify.com/v1/audio-analysis/4gKhh8GQfRprLBBPc5um6Q,206400,4,spotify:track:4gKhh8GQfRprLBBPc5um6Q
0.8,0.792,11,-4.953,1,0.0529,0.0119,1.11E-06,0.0495,0.455,102,audio_features,4hbU7BVioG3WnoRNEy5YUf,,https://api.spotify.com/v1/tracks/4hbU7BVioG3WnoRNEy5YUf,https://api.spotify.com/v1/audio-analysis/4hbU7BVioG3WnoRNEy5YUf,195440,4,spotify:track:4hbU7BVioG3WnoRNEy5YUf
0.781,0.8,2,-3.002,1,0.113,0.118,1.31E-06,0.0347,0.687,91.969,audio_features,2VV1RIhTgeJ4PEMYz6TqDB,,https://api.spotify.com/v1/tracks/2VV1RIhTgeJ4PEMYz6TqDB,https://api.spotify.com/v1/audio-analysis/2VV1RIhTgeJ4PEMYz6TqDB,176720,4,spotify:track:2VV1RIhTgeJ4PEMYz6TqDB
0.698,0.742,7,-5.366,1,0.251,0.158,0,0.146,0.545,163.952,audio_features,77LZvE2XLYn2AW55UxIG8H,,https://api.spotify.com/v1/tracks/77LZvE2XLYn2AW55UxIG8H,https://api.spotify.com/v1/audio-analysis/77LZvE2XLYn2AW55UxIG8H,155753,4,spotify:track:77LZvE2XLYn2AW55UxIG8H
0.735,0.938,11,-3.448,0,0.113,0.0156,0,0.235,0.868,115.881,audio_features,0CerW91SZ7XXHk6tdKE05a,,https://api.spotify.com/v1/tracks/0CerW91SZ7XXHk6tdKE05a,https://api.spotify.com/v1/audio-analysis/0CerW91SZ7XXHk6tdKE05a,162835,4,spotify:track:0CerW91SZ7XXHk6tdKE05a
0.782,0.767,0,-5.383,1,0.0529,0.11,0.00323,0.496,0.548,115.027,audio_features,330IIz7d75eqAsKq1xhzXR,,https://api.spotify.com/v1/tracks/330IIz7d75eqAsKq1xhzXR,https://api.spotify.com/v1/audio-analysis/330IIz7d75eqAsKq1xhzXR,203216,4,spotify:track:330IIz7d75eqAsKq1xhzXR
0.541,0.924,11,-3.661,1,0.182,0.107,0,0.124,0.755,179.859,audio_features,1RYK0mKtwjWaNLe7Mi6jYN,,https://api.spotify.com/v1/tracks/1RYK0mKtwjWaNLe7Mi6jYN,https://api.spotify.com/v1/audio-analysis/1RYK0mKtwjWaNLe7Mi6jYN,188213,3,spotify:track:1RYK0mKtwjWaNLe7Mi6jYN
0.644,0.945,9,-2.436,1,0.123,0.0204,0.000133,0.328,0.759,149.986,audio_features,70yszWsLJvNZuZwaHNMROf,,https://api.spotify.com/v1/tracks/70yszWsLJvNZuZwaHNMROf,https://api.spotify.com/v1/audio-analysis/70yszWsLJvNZuZwaHNMROf,196827,4,spotify:track:70yszWsLJvNZuZwaHNMROf
0.805,0.387,5,-8.724,0,0.512,0.437,1.67E-06,0.115,0.435,95.988,audio_features,5w7IRpQTMNA2EuWrHDmClX,,https://api.spotify.com/v1/tracks/5w7IRpQTMNA2EuWrHDmClX,https://api.spotify.com/v1/audio-analysis/5w7IRpQTMNA2EuWrHDmClX,241848,4,spotify:track:5w7IRpQTMNA2EuWrHDmClX
0.555,0.944,2,-1.948,1,0.115,0.0427,0,0.25,0.41,159.992,audio_features,5vMQIOhLw85H8WYIf1kEWw,,https://api.spotify.com/v1/tracks/5vMQIOhLw85H8WYIf1kEWw,https://api.spotify.com/v1/audio-analysis/5vMQIOhLw85H8WYIf1kEWw,175293,4,spotify:track:5vMQIOhLw85H8WYIf1kEWw
0.818,0.566,1,-9.399,1,0.0935,0.0804,0,0.094,0.46,100.058,audio_features,2nWVowkuFVY6hCRBylnaZh,,https://api.spotify.com/v1/tracks/2nWVowkuFVY6hCRBylnaZh,https://api.spotify.com/v1/audio-analysis/2nWVowkuFVY6hCRBylnaZh,156541,4,spotify:track:2nWVowkuFVY6hCRBylnaZh
0.783,0.777,1,-5.954,1,0.0469,0.005,0.000128,0.0487,0.142,124.985,audio_features,4JRjQE4sXKgOFURvvetuXi,,https://api.spotify.com/v1/tracks/4JRjQE4sXKgOFURvvetuXi,https://api.spotify.com/v1/audio-analysis/4JRjQE4sXKgOFURvvetuXi,167040,4,spotify:track:4JRjQE4sXKgOFURvvetuXi
0.845,0.884,0,-3.419,1,0.216,0.291,0.00129,0.173,0.78,95,audio_features,2gAX00D7NOBKdcKbOXdpFR,,https://api.spotify.com/v1/tracks/2gAX00D7NOBKdcKbOXdpFR,https://api.spotify.com/v1/audio-analysis/2gAX00D7NOBKdcKbOXdpFR,201107,4,spotify:track:2gAX00D7NOBKdcKbOXdpFR
0.695,0.886,8,-2.59,1,0.0659,0.0352,1.90E-06,0.094,0.724,96.979,audio_features,6rJjT5kPYhtXkUsot7tkjI,,https://api.spotify.com/v1/tracks/6rJjT5kPYhtXkUsot7tkjI,https://api.spotify.com/v1/audio-analysis/6rJjT5kPYhtXkUsot7tkjI,210573,4,spotify:track:6rJjT5kPYhtXkUsot7tkjI
0.82,0.832,8,-2.89,1,0.0646,0.0792,0,0.0806,0.808,141.975,audio_features,7e2t41hCiR0sV4Lgv555v3,,https://api.spotify.com/v1/tracks/7e2t41hCiR0sV4Lgv555v3,https://api.spotify.com/v1/audio-analysis/7e2t41hCiR0sV4Lgv555v3,208966,4,spotify:track:7e2t41hCiR0sV4Lgv555v3
0.69,0.77,1,-5.731,0,0.231,0.166,0.000169,0.663,0.692,172.02,audio_features,12Yy0hZrUebGnr3IrppPnW,,https://api.spotify.com/v1/tracks/12Yy0hZrUebGnr3IrppPnW,https://api.spotify.com/v1/audio-analysis/12Yy0hZrUebGnr3IrppPnW,224682,4,spotify:track:12Yy0hZrUebGnr3IrppPnW
0.518,0.52,11,-9.145,1,0.0247,0.299,0.621,0.164,0.485,100.041,audio_features,4ti11xaTQ4ZrLBglUyrkMX,,https://api.spotify.com/v1/tracks/4ti11xaTQ4ZrLBglUyrkMX,https://api.spotify.com/v1/audio-analysis/4ti11xaTQ4ZrLBglUyrkMX,216375,4,spotify:track:4ti11xaTQ4ZrLBglUyrkMX
0.761,0.826,5,-4.184,0,0.128,0.107,0,0.0571,0.648,93.911,audio_features,5Ku5uYEtkdpNlkgqU6p4ir,,https://api.spotify.com/v1/tracks/5Ku5uYEtkdpNlkgqU6p4ir,https://api.spotify.com/v1/audio-analysis/5Ku5uYEtkdpNlkgqU6p4ir,191923,4,spotify:track:5Ku5uYEtkdpNlkgqU6p4ir
0.717,0.717,10,-4.708,1,0.0795,0.013,0,0.121,0.396,144.873,audio_features,6cNj96qS6WfQwSCxWScFFW,,https://api.spotify.com/v1/tracks/6cNj96qS6WfQwSCxWScFFW,https://api.spotify.com/v1/audio-analysis/6cNj96qS6WfQwSCxWScFFW,204834,4,spotify:track:6cNj96qS6WfQwSCxWScFFW
0.744,0.774,2,-3.894,1,0.226,0.0205,0,0.0724,0.521,151.057,audio_features,4YGjBlNqjaUinn2aRkWcLG,,https://api.spotify.com/v1/tracks/4YGjBlNqjaUinn2aRkWcLG,https://api.spotify.com/v1/audio-analysis/4YGjBlNqjaUinn2aRkWcLG,205467,4,spotify:track:4YGjBlNqjaUinn2aRkWcLG
0.707,0.791,7,-4.121,1,0.048,0.404,0,0.0916,0.936,137.919,audio_features,7dDY45rR3idfeCypFDrk0G,,https://api.spotify.com/v1/tracks/7dDY45rR3idfeCypFDrk0G,https://api.spotify.com/v1/audio-analysis/7dDY45rR3idfeCypFDrk0G,166387,4,spotify:track:7dDY45rR3idfeCypFDrk0G
0.701,0.588,8,-4.059,0,0.0475,0.461,0,0.24,0.394,123.078,audio_features,5c1EubDxHdulbausF5CpX5,,https://api.spotify.com/v1/tracks/5c1EubDxHdulbausF5CpX5,https://api.spotify.com/v1/audio-analysis/5c1EubDxHdulbausF5CpX5,166947,4,spotify:track:5c1EubDxHdulbausF5CpX5
0.662,0.635,8,-6.399,1,0.116,0.0363,0,0.143,0.346,164.858,audio_features,5eiNEMoVsEDmKDQrqyrOer,,https://api.spotify.com/v1/tracks/5eiNEMoVsEDmKDQrqyrOer,https://api.spotify.com/v1/audio-analysis/5eiNEMoVsEDmKDQrqyrOer,182693,4,spotify:track:5eiNEMoVsEDmKDQrqyrOer
0.615,0.884,1,-4.983,1,0.0765,0.0955,0,0.0838,0.455,114.063,audio_features,1RGaIn89VUtXvJCXz1tDNb,,https://api.spotify.com/v1/tracks/1RGaIn89VUtXvJCXz1tDNb,https://api.spotify.com/v1/audio-analysis/1RGaIn89VUtXvJCXz1tDNb,192620,4,spotify:track:1RGaIn89VUtXvJCXz1tDNb
0.666,0.868,2,-4.862,1,0.0408,0.00164,0.0112,0.345,0.338,98.012,audio_features,2MeEPaL5HsW9njvrtP0Agj,,https://api.spotify.com/v1/tracks/2MeEPaL5HsW9njvrtP0Agj,https://api.spotify.com/v1/audio-analysis/2MeEPaL5HsW9njvrtP0Agj,184769,4,spotify:track:2MeEPaL5HsW9njvrtP0Agj
0.617,0.885,2,-5.788,0,0.0337,0.00511,0,0.201,0.868,134.012,audio_features,40CJrEAyXS8qe0BBFbYbJO,,https://api.spotify.com/v1/tracks/40CJrEAyXS8qe0BBFbYbJO,https://api.spotify.com/v1/audio-analysis/40CJrEAyXS8qe0BBFbYbJO,162337,4,spotify:track:40CJrEAyXS8qe0BBFbYbJO
0.736,0.879,10,-4.359,0,0.186,0.0592,0,0.339,0.574,129.947,audio_features,1F6qqwgyBjcIMzen8RrOXQ,,https://api.spotify.com/v1/tracks/1F6qqwgyBjcIMzen8RrOXQ,https://api.spotify.com/v1/audio-analysis/1F6qqwgyBjcIMzen8RrOXQ,183120,4,spotify:track:1F6qqwgyBjcIMzen8RrOXQ
0.696,0.711,8,-5.957,1,0.0466,0.13,0,0.0865,0.557,110.001,audio_features,4M27cSWrLO7bVW8ISJXwNU,,https://api.spotify.com/v1/tracks/4M27cSWrLO7bVW8ISJXwNU,https://api.spotify.com/v1/audio-analysis/4M27cSWrLO7bVW8ISJXwNU,188267,4,spotify:track:4M27cSWrLO7bVW8ISJXwNU
